GeoglowsID,Order,StationID,AssignedID,AssignmentReason
9006926,4,26217050.0,26217050.0,spatial
9006931,1,23087160.0,23087160.0,spatial
9006932,1,,,
9006933,5,,,
9006940,1,,,
9006943,2,,23087160.0,Propagation-2
9006945,1,,,
9006959,1,,,
9006960,3,,,
9006967,3,,23127060.0,Propagation-2
9006968,1,,,
9006988,1,23087180.0,23087180.0,spatial
9007003,1,,,
9007004,1,,,
9007010,1,,,
9007019,1,,,
9007025,2,24037370.0,24037370.0,spatial
9007048,1,,,
9007049,2,,,
9007051,1,,,
9007052,1,,,
9007066,5,,23097040.0,Propagation-4
9007072,3,,24037390.0,Propagation-1
9007079,1,,,
9007081,1,,,
9007087,1,,,
9007092,2,,,
9007093,3,,24017570.0,Propagation-3
9007096,3,,24017580.0,Propagation-4
9007105,1,,,
9007113,1,,,
9007116,5,,25027020.0,Propagation-1
9007125,1,,,
9007126,2,,,
9007134,3,24027070.0,24027070.0,spatial
9007140,1,,,
9007141,1,,,
9007145,2,,24027050.0,Propagation-2
9007146,3,,,
9007150,4,,,
9007151,1,,,
9007164,1,,,
9007172,1,,,
9007173,2,,24017580.0,Propagation-3
9007176,1,,,
9007180,1,,,
9007182,2,24027050.0,24027050.0,spatial
9007183,2,,24027050.0,Propagation-2
9007191,1,,,
9007198,5,,23097040.0,Propagation-2
9007203,1,,,
9007218,2,,24017580.0,Propagation-2
9007220,1,,,
9007222,2,,,
9007225,4,,,
9007226,1,,,
9007233,2,,23087260.0,Propagation-4
9007238,3,23127060.0,23127060.0,spatial
9007239,2,,23087180.0,Propagation-2
9007255,3,23087210.0,23087210.0,spatial
9007256,2,,,
9007262,1,,,
9007272,4,,,
9007273,1,,,
9007292,5,23097040.0,23097040.0,spatial
9007297,1,,,
9007305,3,,23087210.0,Propagation-2
9007306,3,,,
9007307,1,,,
9007313,2,,,
9007317,1,,,
9007331,2,,23087660.0,Propagation-2
9007334,2,,,
9007335,3,,23087210.0,Propagation-4
9007336,1,,,
9007337,3,,,
9007342,2,,,
9007343,1,,,
9007348,1,,,
9007352,5,,,
9007356,1,23087670.0,23087670.0,spatial
9007357,2,,23087670.0,Propagation-2
9007365,2,,,
9007370,1,,,
9007371,1,,,
9007382,1,23087660.0,23087660.0,spatial
9007383,1,,,
9007386,3,,24017570.0,Propagation-2
9007387,1,,,
9007398,3,,23127050.0,Propagation-4
9007407,1,,,
9007415,2,23087260.0,23087260.0,spatial
9007419,1,,,
9007420,1,,,
9007425,5,,,
9007432,2,24017580.0,24017580.0,spatial
9007440,1,,,
9007442,2,24027030.0,24027030.0,spatial
9007453,1,,,
9007454,2,,,
9007457,3,,23127020.0,Propagation-2
9007459,1,,,
9007464,2,,24027030.0,Propagation-1
9007466,3,,,
9007469,1,,,
9007475,3,24017570.0,24017570.0,spatial
9007479,2,,,
9007480,1,,,
9007481,1,,,
9007484,1,,,
9007485,2,,,
9007490,4,,25027050.0,Propagation-1
9007491,1,,,
9007492,1,,,
9007494,3,,23087210.0,Propagation-3
9007502,4,,26207080.0,Propagation-3
9007503,2,,,
9007512,1,,,
9007515,1,,,
9007516,1,,,
9007519,2,,23087260.0,Propagation-1
9007548,1,,,
9007555,5,,,
9007565,2,,,
9007568,2,,,
9007571,1,,,
9007577,3,,24037510.0,Propagation-4
9007592,1,,,
9007599,5,,23077020.0,Propagation-2
9007604,1,,,
9007612,1,,,
9007615,1,,,
9007616,3,,23087210.0,Propagation-1
9007623,1,,,
9007635,1,,,
9007636,2,,,
9007655,1,,,
9007656,1,,,
9007657,1,,,
9007661,1,,,
9007666,2,,,
9007669,1,,,
9007676,1,,,
9007677,1,,,
9007682,4,,26207080.0,Propagation-2
9007699,1,,,
9007703,3,,24037510.0,Propagation-3
9007706,1,,,
9007708,2,,,
9007721,2,23077020.0,23077020.0,spatial
9007727,2,,23077020.0,Propagation-2
9007728,2,,24037410.0,Propagation-2
9007729,3,,24037510.0,Propagation-2
9007737,1,,,
9007740,1,,,
9007749,1,,,
9007763,1,,,
9007769,1,,,
9007770,1,24037410.0,24037410.0,spatial
9007774,3,,24017590.0,Propagation-4
9007779,4,26207080.0,26207080.0,spatial
9007780,1,,,
9007781,5,,,
9007812,4,,26197030.0,Propagation-3
9007813,1,,,
9007821,2,,,
9007822,1,,,
9007823,3,23087190.0,23087190.0,spatial
9007825,1,23087200.0,23087200.0,spatial
9007826,1,,,
9007827,2,,,
9007832,3,24037510.0,24037510.0,spatial
9007834,1,,,
9007835,2,,,
9007836,3,,24017600.0,Propagation-2
9007838,3,,,
9007851,1,,,
9007853,4,,26207030.0,Propagation-3
9007854,1,,,
9007856,1,,,
9007858,1,,,
9007859,5,,,
9007866,3,,23087190.0,Propagation-1
9007867,2,,,
9007871,1,,,
9007877,3,,23087210.0,Propagation-2
9007878,2,,23087200.0,Propagation-2
9007879,3,,23127050.0,Propagation-2
9007903,1,,,
9007904,2,,26197030.0,Propagation-2
9007905,1,,,
9007906,1,,,
9007912,5,,,
9007918,1,,,
9007919,1,,,
9007932,1,,,
9007933,2,,,
9007939,1,,,
9007940,3,,24017570.0,Propagation-1
9007944,3,,,
9007946,3,,,
9007950,1,,,
9007952,1,,,
9007954,2,,,
9007966,5,,,
9007967,1,,,
9007980,1,,,
9007981,2,,,
9007985,2,,,
9007996,1,,,
9007997,2,,,
9007998,3,24017590.0,24017590.0,spatial
9008017,2,26197030.0,26197030.0,spatial
9008018,1,,,
9008021,1,,,
9008026,1,,,
9008029,1,,,
9008041,2,,,
9008044,1,,,
9008050,4,,26207030.0,Propagation-2
9008051,1,,,
9008053,3,,,
9008056,1,,,
9008060,1,,,
9008067,2,,,
9008068,3,,24037510.0,Propagation-1
9008075,1,,,
9008085,1,,,
9008087,3,,,
9008091,1,,,
9008114,1,,,
9008120,1,,,
9008136,3,,24037360.0,Propagation-1
9008138,1,,,
9008141,1,,,
9008153,5,,23057140.0,Propagation-2
9008164,1,,,
9008165,3,,24037510.0,Propagation-2
9008172,1,,,
9008173,1,,,
9008174,1,,,
9008177,2,,24037130.0,Propagation-3
9008180,4,26207030.0,26207030.0,spatial
9008185,2,,26197010.0,Propagation-3
9008186,2,,24037130.0,Propagation-2
9008188,1,,,
9008193,3,,23127020.0,Propagation-3
9008199,2,,,
9008203,1,,,
9008205,1,,,
9008216,1,,,
9008218,4,,26187110.0,Propagation-3
9008221,4,,23067020.0,Propagation-3
9008223,3,24037290.0,24037290.0,spatial
9008225,1,,,
9008233,1,,,
9008234,2,24037190.0,24037190.0,spatial
9008237,1,,,
9008238,2,24037130.0,24037130.0,spatial
9008240,4,,26187110.0,Propagation-2
9008242,1,,,
9008257,1,,,
9008261,1,,,
9008280,2,,,
9008286,3,,26187040.0,Propagation-2
9008289,5,,23067040.0,Propagation-2
9008290,4,23067040.0,23067040.0,spatial
9008292,2,,,
9008293,1,,,
9008298,3,,23127010.0,Propagation-4
9008299,2,,,
9008308,2,,26197010.0,Propagation-2
9008309,5,,,
9008322,2,,24037190.0,Propagation-1
9008331,3,23057140.0,23057140.0,spatial
9008333,1,,,
9008334,3,,23127010.0,Propagation-3
9008340,2,,,
9008341,5,,23037010.0,Propagation-4
9008343,1,,,
9008345,1,,,
9008357,1,,,
9008364,1,,,
9008365,2,24017600.0,24017600.0,spatial
9008381,1,,,
9008390,2,,26187040.0,Propagation-2
9008391,1,,,
9008394,1,,,
9008396,1,24017740.0,24017740.0,spatial
9008406,3,,,
9008407,3,,23057140.0,Propagation-3
9008411,1,,,
9008412,1,,,
9008413,2,26187040.0,26187040.0,spatial
9008416,1,,,
9008417,2,,,
9008418,1,,,
9008419,2,,24017600.0,Propagation-1
9008424,3,,23057140.0,Propagation-1
9008425,2,,,
9008426,3,,23127010.0,Propagation-2
9008447,2,,24037120.0,Propagation-2
9008465,1,,,
9008468,1,,,
9008487,3,,24017590.0,Propagation-2
9008503,2,24037030.0,24037030.0,spatial
9008509,2,26197010.0,26197010.0,spatial
9008519,1,,,
9008522,1,,,
9008530,1,,,
9008531,1,,,
9008544,2,,26197030.0,Propagation-1
9008546,3,23127010.0,23127010.0,spatial
9008562,1,,,
9008568,1,,,
9008573,1,,,
9008576,3,,23127020.0,Propagation-1
9008596,2,24017830.0,24017830.0,spatial
9008608,1,,,
9008619,2,,,
9008620,2,,,
9008624,1,,,
9008638,2,,,
9008645,4,,23067020.0,Propagation-2
9008658,1,,,
9008665,1,24037090.0,24037090.0,spatial
9008667,1,24017620.0,24017620.0,spatial
9008680,4,26187110.0,26187110.0,spatial
9008681,1,,,
9008682,2,,,
9008684,1,,,
9008694,1,24037120.0,24037120.0,spatial
9008711,1,,,
9008715,1,24037080.0,24037080.0,spatial
9008732,1,,,
9008733,2,,,
9008750,5,,23037010.0,Propagation-3
9008775,1,,,
9008784,5,,23037010.0,Propagation-2
9008805,1,,,
9008806,1,,,
9008811,2,,,
9008812,1,,,
9008819,3,,,
9008842,3,,24017590.0,Propagation-4
9008849,1,,,
9008859,1,,,
9008869,3,,24017590.0,Propagation-1
9008874,2,,,
9008875,1,,,
9008884,1,,,
9008885,2,,,
9008894,1,,,
9008907,4,,26207080.0,Propagation-2
9008908,1,,,
9008927,1,,,
9008932,1,,,
9008935,2,,26167090.0,Propagation-2
9008936,1,,,
9008951,1,,,
9008960,4,23067020.0,23067020.0,spatial
9008990,1,,,
9008997,1,,,
9009027,5,23037010.0,23037010.0,spatial
9009036,1,,,
9009042,2,,,
9009063,3,,24017610.0,Propagation-2
9009068,1,,,
9009078,4,,,
9009079,2,,,
9009083,1,26177010.0,26177010.0,spatial
9009084,4,,26177010.0,Propagation-2
9009092,1,,,
9009102,1,,,
9009115,1,,,
9009116,1,,,
9009150,2,,,
9009163,1,,,
9009169,1,26167090.0,26167090.0,spatial
9009180,1,,,
9009184,1,,,
9009186,1,,,
9009198,2,,,
9009213,2,24017610.0,24017610.0,spatial
9009229,2,,24017150.0,Propagation-2
9009238,1,24017150.0,24017150.0,spatial
9009248,1,,,
9009249,4,,26167070.0,Propagation-3
9009262,1,,,
9009269,5,,23027060.0,Propagation-2
9009290,1,,,
9009291,1,,,
9009310,4,,26167070.0,Propagation-2
9009313,2,,26167060.0,Propagation-2
9009338,1,,,
9009341,1,,,
9009342,1,,,
9009362,1,,,
9009363,1,,,
9009364,4,26167070.0,26167070.0,spatial
9009365,2,,,
9009369,1,,,
9009374,1,,,
9009377,1,,,
9009381,1,,,
9009403,1,26147080.0,26147080.0,spatial
9009418,1,,,
9009419,2,23027060.0,23027060.0,spatial
9009420,2,,23017060.0,Propagation-2
9009429,2,26167060.0,26167060.0,spatial
9009435,1,,,
9009442,1,23017060.0,23017060.0,spatial
9009472,5,,23017090.0,Propagation-2
9009479,5,,21237020.0,Propagation-2
9009481,2,23017090.0,23017090.0,spatial
9009482,2,,,
9009495,1,,,
9009497,4,,23067050.0,Propagation-2
9009500,4,,23067050.0,Propagation-3
9009501,1,,,
9009515,4,,,
9009516,4,,23067050.0,Propagation-1
9009521,4,23067050.0,23067050.0,spatial
9009542,1,,,
9009552,1,,,
9009558,2,,,
9009569,2,,23027060.0,Propagation-1
9009580,1,,,
9009585,4,,,
9009592,1,,,
9009603,2,,23027060.0,Propagation-3
9009608,1,,,
9009611,1,,,
9009621,1,,,
9009627,3,23067080.0,23067080.0,spatial
9009650,4,,26157020.0,Propagation-2
9009660,5,21237020.0,21237020.0,spatial
9009661,1,,,
9009680,1,,,
9009688,4,,23067060.0,Propagation-2
9009696,3,23067060.0,23067060.0,spatial
9009728,2,26157020.0,26157020.0,spatial
9009731,1,,,
9009755,1,,,
9009757,1,26157100.0,26157100.0,spatial
9009758,2,23017040.0,23017040.0,spatial
9009785,4,,,
9009802,3,,23067070.0,Propagation-2
9009805,1,,,
9009811,1,,,
9009831,1,,,
9009832,2,,,
9009833,1,,,
9009836,2,,23017040.0,Propagation-1
9009837,1,,,
9009838,1,,,
9009844,5,,21257070.0,Propagation-2
9009861,4,,26167070.0,Propagation-1
9009872,1,,,
9009906,2,,,
9009918,1,,,
9009924,1,,,
9009928,1,,,
9009936,2,21257070.0,21257070.0,spatial
9009945,1,,,
9009950,1,,,
9009986,1,,,
9009993,2,,,
9009999,2,23067070.0,23067070.0,spatial
9010004,1,,,
9010033,2,,26157020.0,Propagation-2
9010036,1,,,
9010052,5,,23097030.0,Propagation-4
9010056,2,,26137230.0,Propagation-2
9010062,3,,,
9010077,2,26147140.0,26147140.0,spatial
9010082,2,26147130.0,26147130.0,spatial
9010090,1,,,
9010091,1,,,
9010110,5,,,
9010120,3,,21207960.0,Propagation-3
9010134,1,,,
9010149,2,,21257120.0,Propagation-2
9010183,4,,26207080.0,Propagation-1
9010186,2,,,
9010195,1,26157200.0,26157200.0,spatial
9010195,1,26157190.0,26157190.0,spatial
9010208,1,21257120.0,21257120.0,spatial
9010213,3,,26147140.0,Propagation-2
9010224,1,,,
9010225,3,,,
9010231,1,,,
9010239,4,26177030.0,26177030.0,spatial
9010251,1,,,
9010262,4,,26177030.0,Propagation-2
9010273,1,,,
9010290,1,,,
9010294,1,,,
9010296,1,,,
9010297,1,26137230.0,26137230.0,spatial
9010306,5,,25027410.0,Propagation-2
9010320,5,,21257090.0,Propagation-2
9010327,1,21257090.0,21257090.0,spatial
9010345,3,,21207960.0,Propagation-4
9010346,1,,,
9010351,1,,,
9010369,1,,,
9010372,2,,21257100.0,Propagation-2
9010379,1,,,
9010388,2,,21257100.0,Propagation-3
9010408,4,,26127040.0,Propagation-2
9010417,1,,,
9010427,3,,26107110.0,Propagation-2
9010476,3,26107110.0,26107110.0,spatial
9010484,1,,,
9010485,3,,,
9010517,4,26127040.0,26127040.0,spatial
9010522,1,,,
9010530,3,,26107070.0,Propagation-4
9010535,1,,,
9010551,1,,,
9010560,2,21257100.0,21257100.0,spatial
9010561,5,,25027410.0,Propagation-1
9010590,5,,21237020.0,Propagation-3
9010594,3,,21207960.0,Propagation-1
9010597,4,,26177030.0,Propagation-1
9010634,1,,,
9010635,1,,,
9010651,1,,,
9010652,1,,,
9010656,1,,,
9010665,1,,,
9010675,1,,,
9010683,1,26137110.0,26137110.0,spatial
9010767,1,,,
9010768,1,,,
9010825,1,21237040.0,21237040.0,spatial
9010826,1,,,
9010827,3,,,
9010831,2,,,
9010836,2,,,
9010837,3,,,
9010855,1,21247050.0,21247050.0,spatial
9010857,3,,21247050.0,Propagation-2
9010859,3,,,
9010872,2,,,
9010873,1,,,
9010882,1,,,
9010884,3,,21207960.0,Propagation-2
9010885,1,,,
9010888,3,,26107070.0,Propagation-3
9010891,5,,21237010.0,Propagation-4
9010898,1,,,
9010899,3,,,
9010901,2,,,
9010911,1,,,
9010916,1,,,
9010962,3,,26107070.0,Propagation-2
9010974,1,,,
9010981,4,,26127040.0,Propagation-1
9011010,2,,21237040.0,Propagation-2
9011013,1,,,
9011017,5,,21227010.0,Propagation-2
9011018,1,,,
9011057,3,,,
9011070,1,,,
9011100,5,,21237010.0,Propagation-2
9011101,2,,,
9011103,1,,,
9011120,1,,,
9011121,1,,,
9011135,2,,,
9011151,1,,,
9011157,3,26107070.0,26107070.0,spatial
9011162,3,,,
9011163,3,,,
9011229,2,21227010.0,21227010.0,spatial
9011238,1,,,
9011249,1,,,
9011256,1,,,
9011268,1,,,
9011270,2,,,
9011276,4,,26127010.0,Propagation-2
9011280,3,21207960.0,21207960.0,spatial
9011282,1,,,
9011293,1,,,
9011303,3,,26107060.0,Propagation-2
9011316,1,,,
9011326,1,,,
9011329,1,,,
9011344,1,,,
9011363,2,,,
9011368,2,,21217270.0,Propagation-2
9011402,4,26127010.0,26127010.0,spatial
9011403,4,,26127010.0,Propagation-2
9011406,1,,,
9011411,1,,,
9011419,3,21217120.0,21217120.0,spatial
9011420,1,,,
9011422,1,,,
9011424,3,26107060.0,26107060.0,spatial
9011430,2,,,
9011431,2,,,
9011432,1,21197110.0,21197110.0,spatial
9011438,4,,26127010.0,Propagation-3
9011455,3,,,
9011472,1,,,
9011476,1,,,
9011539,1,,,
9011551,3,,,
9011562,1,,,
9011589,1,,,
9011607,1,21217270.0,21217270.0,spatial
9011625,1,,,
9011626,1,21217180.0,21217180.0,spatial
9011632,3,,,
9011651,3,,21207960.0,Propagation-2
9011652,1,,,
9011653,3,,,
9011695,3,21217200.0,21217200.0,spatial
9011702,2,,,
9011703,1,,,
9011704,1,,,
9011707,5,21237010.0,21237010.0,spatial
9011708,1,,,
9011709,1,,,
9011716,3,,21207960.0,Propagation-3
9011722,2,,,
9011728,1,,,
9011730,3,21217070.0,21217070.0,spatial
9011741,3,,21217070.0,Propagation-3
9011753,2,,,
9011754,5,,21237010.0,Propagation-1
9011755,1,,,
9011767,5,,21237010.0,Propagation-3
9011779,1,,,
9011782,2,,21197110.0,Propagation-2
9011791,3,,,
9011798,3,,21197150.0,Propagation-2
9011804,2,,,
9011819,1,,,
9011821,3,,21197150.0,Propagation-3
9011822,3,,21197150.0,Propagation-2
9011829,2,,21197030.0,Propagation-2
9011853,1,,,
9011858,1,,,
9011876,2,,,
9011904,3,,21217070.0,Propagation-2
9011907,1,,,
9011913,1,,,
9011922,2,,,
9011931,1,,,
9011932,3,21197150.0,21197150.0,spatial
9011944,1,,,
9011952,3,,26107130.0,Propagation-4
9011992,1,,,
9011998,1,,,
9012004,1,,,
9012008,1,,,
9012015,2,,26107130.0,Propagation-3
9012056,1,,,
9012072,2,,,
9012073,3,,,
9012074,2,22077060.0,22077060.0,spatial
9012077,1,,,
9012098,2,22077050.0,22077050.0,spatial
9012113,1,,,
9012129,1,,,
9012140,1,,,
9012153,3,,22077060.0,Propagation-2
9012155,2,,22077050.0,Propagation-2
9012165,2,21197030.0,21197030.0,spatial
9012173,2,,26107130.0,Propagation-2
9012204,1,,,
9012217,2,,,
9012221,1,,,
9012223,3,,26087050.0,Propagation-4
9012225,1,,,
9012266,1,,,
9012334,3,,26087050.0,Propagation-3
9012368,1,,,
9012374,1,,,
9012377,5,,21237010.0,Propagation-4
9012378,1,21167050.0,21167050.0,spatial
9012384,1,,,
9012385,2,,21187030.0,Propagation-2
9012386,1,,,
9012389,2,,22077030.0,Propagation-2
9012390,1,,,
9012393,1,,,
9012394,2,22077030.0,22077030.0,spatial
9012395,1,,,
9012401,1,21187030.0,21187030.0,spatial
9012411,1,,,
9012428,3,,22077030.0,Propagation-3
9012434,5,,21237010.0,Propagation-2
9012454,1,,,
9012472,2,,21197030.0,Propagation-2
9012473,1,,,
9012486,2,21197010.0,21197010.0,spatial
9012534,2,,21197030.0,Propagation-1
9012562,2,21167090.0,21167090.0,spatial
9012566,3,,,
9012592,1,,,
9012596,4,,22057010.0,Propagation-2
9012611,1,21167060.0,21167060.0,spatial
9012627,3,,26087050.0,Propagation-2
9012628,2,26107130.0,26107130.0,spatial
9012639,1,,,
9012649,1,22067010.0,22067010.0,spatial
9012650,3,22057010.0,22057010.0,spatial
9012653,1,,,
9012656,1,,,
9012659,2,,21167090.0,Propagation-2
9012669,2,,26107130.0,Propagation-3
9012676,2,,26107130.0,Propagation-1
9012693,1,,,
9012700,1,,,
9012721,4,,21137010.0,Propagation-2
9012723,3,26087050.0,26087050.0,spatial
9012730,3,,22057070.0,Propagation-3
9012735,1,,,
9012749,1,,,
9012759,2,,,
9012778,3,,22057070.0,Propagation-2
9012801,2,,22047010.0,Propagation-1
9012833,1,,,
9012843,1,,,
9012847,1,,,
9012866,1,,,
9012876,1,,,
9012877,2,,22067020.0,Propagation-2
9012894,1,,,
9012910,4,21137010.0,21137010.0,spatial
9012915,1,,,
9012980,1,21137020.0,21137020.0,spatial
9012991,2,,21167090.0,Propagation-3
9012999,3,22057070.0,22057070.0,spatial
9013009,3,,,
9013013,1,22067020.0,22067020.0,spatial
9013014,4,,,
9013033,3,,21167080.0,Propagation-3
9013041,2,,21167080.0,Propagation-2
9013051,1,,,
9013089,2,,22047010.0,Propagation-4
9013090,1,,,
9013091,1,,,
9013096,3,,,
9013097,1,,,
9013099,2,,,
9013127,4,,,
9013132,1,,,
9013135,1,,,
9013184,3,,,
9013185,1,,,
9013190,1,,,
9013209,2,,22047010.0,Propagation-2
9013211,4,,,
9013227,1,,,
9013244,1,,,
9013257,2,21167080.0,21167080.0,spatial
9013261,4,,21137050.0,Propagation-4
9013263,1,,,
9013292,3,,22057060.0,Propagation-2
9013318,1,,,
9013322,2,22047010.0,22047010.0,spatial
9013330,3,,,
9013331,2,,22047010.0,Propagation-2
9013366,1,,,
9013373,1,,,
9013379,3,,26107110.0,Propagation-2
9013385,1,,,
9013390,1,,,
9013393,2,,,
9013405,1,,,
9013406,1,,,
9013421,1,,,
9013427,1,,,
9013437,2,,,
9013445,1,,,
9013510,4,,21137040.0,Propagation-2
9013525,3,,,
9013541,1,,,
9013542,1,,,
9013561,2,,,
9013563,1,21137040.0,21137040.0,spatial
9013564,4,,21137050.0,Propagation-2
9013570,1,,,
9013611,3,,,
9013651,1,,,
9013654,1,,,
9013728,3,,26067010.0,Propagation-4
9013754,1,,,
9013756,1,,,
9013762,3,,26107110.0,Propagation-1
9013767,3,22057060.0,22057060.0,spatial
9013769,3,,22057050.0,Propagation-2
9013780,3,,26067010.0,Propagation-2
9013781,2,22017010.0,22017010.0,spatial
9013782,1,,,
9013789,2,,22017010.0,Propagation-2
9013796,1,,,
9013797,1,,,
9013806,3,,22017020.0,Propagation-4
9013818,2,,,
9013820,1,,,
9013823,3,,22017020.0,Propagation-2
9013824,3,,22057010.0,Propagation-1
9013838,1,,,
9013840,1,,,
9013858,2,,,
9013862,1,,,
9013866,2,,21147080.0,Propagation-1
9013878,4,21137050.0,21137050.0,spatial
9013887,2,,,
9013901,3,22017020.0,22017020.0,spatial
9013908,2,,,
9013936,1,,,
9013937,1,,,
9013945,1,,,
9013960,1,,,
9013978,3,26067010.0,26067010.0,spatial
9013995,2,21147080.0,21147080.0,spatial
9014004,2,,,
9014005,1,,,
9014006,1,,,
9014014,1,,,
9014018,2,,,
9014027,4,,,
9014068,2,,,
9014106,3,,26057080.0,Propagation-3
9014121,1,,,
9014124,1,,,
9014125,2,,,
9014126,4,,,
9014127,1,,,
9014132,1,22057050.0,22057050.0,spatial
9014173,2,,,
9014198,3,,26057080.0,Propagation-2
9014217,1,,,
9014220,1,,,
9014225,1,,,
9014230,2,,22027020.0,Propagation-4
9014236,2,,,
9014239,2,,,
9014241,1,,,
9014247,1,,,
9014248,3,21147010.0,21147010.0,spatial
9014252,3,21147030.0,21147030.0,spatial
9014254,1,,,
9014265,2,,,
9014271,1,,,
9014276,4,,21137010.0,Propagation-4
9014278,1,,,
9014279,3,,21147030.0,Propagation-2
9014297,1,,,
9014305,2,,,
9014311,1,,,
9014317,2,,22027020.0,Propagation-3
9014324,2,,26057030.0,Propagation-2
9014339,4,,21137030.0,Propagation-2
9014346,3,26057080.0,26057080.0,spatial
9014347,4,,,
9014356,2,21137030.0,21137030.0,spatial
9014384,2,,,
9014392,1,,,
9014395,1,,,
9014397,1,26057030.0,26057030.0,spatial
9014398,2,,,
9014399,2,21147050.0,21147050.0,spatial
9014406,1,,,
9014410,3,,26067010.0,Propagation-1
9014426,1,,,
9014446,2,,,
9014448,4,,,
9014473,1,,,
9014485,2,,22027020.0,Propagation-2
9014486,1,,,
9014498,2,,,
9014503,4,,21097070.0,Propagation-4
9014504,1,,,
9014512,1,,,
9014527,3,26027180.0,26027180.0,spatial
9014532,1,,,
9014543,1,,,
9014544,1,,,
9014572,2,,,
9014581,3,,26027010.0,Propagation-4
9014589,1,,,
9014637,4,,21097070.0,Propagation-3
9014638,1,,,
9014679,1,,,
9014693,1,,,
9014716,3,,26027010.0,Propagation-3
9014717,1,,,
9014733,3,,26027010.0,Propagation-2
9014734,1,,,
9014762,1,,,
9014787,1,,,
9014797,2,26057040.0,26057040.0,spatial
9014798,3,26027010.0,26027010.0,spatial
9014798,3,26057070.0,26057070.0,spatial
9014888,2,,26027210.0,Propagation-2
9014890,1,,,
9014892,1,,,
9014914,4,,21137010.0,Propagation-2
9014924,1,,,
9014928,1,,,
9014932,2,22027020.0,22027020.0,spatial
9014949,2,,22027020.0,Propagation-2
9014950,2,,22027020.0,Propagation-3
9014985,2,26047020.0,26047020.0,spatial
9014991,2,,21127020.0,Propagation-3
9014995,1,,,
9015003,1,,,
9015016,2,,26047020.0,Propagation-1
9015017,1,,,
9015023,1,,,
9015027,1,26027250.0,26027250.0,spatial
9015065,3,,26057160.0,Propagation-2
9015091,1,26027210.0,26027210.0,spatial
9015119,1,,,
9015125,1,,,
9015163,1,,,
9015168,4,21097070.0,21097070.0,spatial
9015183,1,,,
9015202,1,,,
9015203,4,,,
9015204,1,,,
9015209,1,,,
9015218,2,,21127020.0,Propagation-2
9015224,2,21127020.0,21127020.0,spatial
9015284,4,,21097120.0,Propagation-4
9015299,4,,21097070.0,Propagation-2
9015320,1,,,
9015323,2,,,
9015339,2,,,
9015356,1,,,
9015376,1,,,
9015397,1,,,
9015398,1,,,
9015441,1,,,
9015466,1,21127010.0,21127010.0,spatial
9015503,2,,,
9015504,3,26057160.0,26057160.0,spatial
9015505,1,21117100.0,21117100.0,spatial
9015505,1,21117080.0,21117080.0,spatial
9015592,4,,21097120.0,Propagation-2
9015599,1,,,
9015610,1,,,
9015611,1,,,
9015616,1,,,
9015670,2,,21107020.0,Propagation-3
9015688,2,,,
9015695,1,,,
9015713,1,,,
9015731,3,,26027100.0,Propagation-2
9015738,1,,,
9015740,2,,,
9015741,1,,,
9015770,3,,,
9015773,3,,,
9015797,1,,,
9015798,1,,,
9015815,1,,,
9015823,2,,21107020.0,Propagation-2
9015840,1,,,
9015841,4,21097120.0,21097120.0,spatial
9015918,1,,,
9015919,1,,,
9015920,2,,,
9015925,2,,,
9015928,1,,,
9015967,3,,21057030.0,Propagation-4
9015968,2,,,
9015983,1,,,
9016017,1,21087040.0,21087040.0,spatial
9016018,2,21087080.0,21087080.0,spatial
9016035,3,,26057080.0,Propagation-1
9016040,1,21087050.0,21087050.0,spatial
9016063,2,21087070.0,21087070.0,spatial
9016077,1,,,
9016078,3,,21057060.0,Propagation-3
9016092,1,,,
9016113,3,,,
9016128,2,,21087080.0,Propagation-1
9016136,1,,,
9016137,3,,26057080.0,Propagation-2
9016148,4,,21077020.0,Propagation-2
9016150,1,,,
9016167,1,,,
9016192,1,26027100.0,26027100.0,spatial
9016215,3,,26067010.0,Propagation-3
9016242,1,,,
9016253,3,,26017030.0,Propagation-2
9016256,1,,,
9016257,3,,21057060.0,Propagation-1
9016268,2,,26027080.0,Propagation-2
9016271,1,,,
9016272,2,21057130.0,21057130.0,spatial
9016281,1,,,
9016287,2,,,
9016291,2,21107020.0,21107020.0,spatial
9016295,2,,,
9016302,1,21107030.0,21107030.0,spatial
9016355,2,,26037030.0,Propagation-2
9016364,1,26037010.0,26037010.0,spatial
9016429,2,,21057130.0,Propagation-2
9016449,2,26037030.0,26037030.0,spatial
9016459,1,,,
9016476,3,,21057130.0,Propagation-3
9016482,1,26027080.0,26027080.0,spatial
9016482,1,26027200.0,26027200.0,spatial
9016494,1,,,
9016495,4,21077020.0,21077020.0,spatial
9016518,1,,,
9016523,3,21057060.0,21057060.0,spatial
9016551,1,,,
9016556,1,,,
9016557,3,,21057060.0,Propagation-2
9016560,3,,21057030.0,Propagation-2
9016565,3,21057030.0,21057030.0,spatial
9016568,1,,,
9016569,1,,,
9016570,3,,21057060.0,Propagation-3
9016588,2,26017030.0,26017030.0,spatial
9016588,2,26017020.0,26017020.0,spatial
9016589,1,,,
9016657,4,,,
9016660,1,,,
9016669,1,,,
9016674,2,,26017030.0,Propagation-1
9016722,1,,,
9016861,1,,,
9016870,2,21057050.0,21057050.0,spatial
9016875,1,,,
9016885,4,,,
9016886,4,,21047010.0,Propagation-4
