GeoglowsID,Order,Drainage,StationID,AssignedID,AssignmentReason
9001771,1,172071453.07900003,,,
9001774,1,99289144.6887,,,
9001784,2,743984504.4079999,,,
9001787,1,140451298.61,,,
9001789,2,233375037.396,,,
9001791,4,17277886217.0,,,
9001804,2,985370768.934,,,
9001805,1,208622180.28200004,,,
9001811,1,101232040.22100002,,,
9001826,1,175441174.18499997,,,
9001829,1,438033370.57,,,
9001831,4,17544477253.3,,,
9001835,1,81211085.1882,,,
9001837,1,201432342.02199996,,,
9001850,6,255022785477.0,,,
9001858,1,254916008.236,,,
9001859,1,77818338.65990001,,,
9001877,6,246883864519.99997,,,
9001890,4,17634926842.2,,,
9001893,4,7891692816.57,,,
9001902,4,6926006167.9,,,
9001903,1,92434405.8961,,,
9001905,1,175910740.20499998,,,
9001915,3,1316012532.33,,,
9001924,3,1434705867.12,,,
9001926,4,18167728389.100002,,,
9001928,1,114166058.66800001,,,
9001936,1,187328231.41,,,
9001937,2,1189812226.7699997,,,
9001941,3,2370057492.01,,,
9001942,2,1392604748.9,,,
9001947,1,80706099.29830001,,,
9001948,3,3767180399.2499995,,,
9001957,1,194535911.172,,,
9001958,2,488478023.1559999,,,
9001959,4,6798929703.020001,,,
9001960,2,287444720.456,,,
9001961,2,503756009.538,,,
9001962,1,74898991.54049999,,,
9001967,3,3916339123.49,,,
9001970,1,127355306.91699998,,,
9001997,4,19645232913.900005,,,
9001998,2,620316591.944,,,
9002013,1,105021905.479,,,
9002022,1,151841577.788,,,
9002033,1,108065639.727,,,
9002049,1,99602165.0758,,,
9002054,1,80614739.49430001,,,
9002055,2,554114313.952,,,
9002056,1,113297519.646,,,
9002110,2,710837344.181,,,
9002113,4,20380267542.6,,,
9002114,1,195548953.10999995,,,
9002119,4,20575851373.699997,,,
9002126,1,167434261.061,,,
9002131,2,959937975.232,,,
9002136,1,80146057.0972,,,
9002137,2,291436508.305,,,
9002152,4,20877890367.8,,,
9002156,1,243295459.943,,,
9002157,1,120484696.22499998,,,
9002167,3,2846296101.2499995,,,
9002175,1,80838725.6564,,,
9002176,1,84754867.64529999,,,
9002182,2,370776028.398,,,
9002184,1,70426849.467,,,
9002185,6,246595913838.00006,25027680.0,25027680.0,spatial
9002186,1,85375385.634,,,
9002187,4,21228965015.3,,,
9002198,2,237306691.991,,,
9002203,2,181573928.015,,,
9002205,1,174391409.37500003,,,
9002206,3,1910729621.94,,,
9002207,2,502695635.121,,,
9002220,2,381748839.907,,,
9002222,1,73873154.8686,,,
9002230,1,212226283.068,,,
9002231,1,94778306.3408,,,
9002233,1,100594855.17899998,,,
9002234,1,132999493.73100002,,,
9002238,6,246389896721.99994,,,
9002244,2,1159963703.4800003,,,
9002250,1,257034029.407,25027690.0,25027690.0,spatial
9002255,2,270765707.951,,,
9002256,1,94745084.47369999,,,
9002268,1,136835504.97500002,,,
9002284,1,83381542.08129999,,,
9002285,4,21647468404.7,,,
9002292,2,486979703.07,,,
9002293,1,127248504.27900001,,,
9002296,1,198986963.408,,,
9002301,1,147125575.31100002,,,
9002304,2,1003127071.77,,,
9002305,2,681710555.996,,,
9002307,1,80789419.0728,,,
9002321,6,246164355485.0,,,
9002322,2,488250611.186,,,
9002323,1,267092758.997,,,
9002324,2,328110015.752,,,
9002358,1,131719782.49299999,,,
9002359,4,21909853066.5,,,
9002362,1,168780131.214,,,
9002363,2,757783636.6480001,,,
9002367,1,116681203.814,,,
9002368,1,114694745.206,,,
9002375,4,17595521169.2,,,
9002376,2,248255338.651,,,
9002378,2,625919867.477,,,
9002399,1,124630251.58899999,,,
9002405,4,22137718905.6,,,
9002407,6,228534127844.0,,,
9002415,6,228441710167.00003,,,
9002416,1,126132737.872,,,
9002424,1,82683300.8046,,,
9002437,1,84281004.37529999,,,
9002440,2,706830361.434,,,
9002444,2,307624010.731,,,
9002459,1,176876587.42099997,,,
9002460,1,234889572.569,,,
9002476,1,258022191.73799995,,,
9002477,2,1013936408.01,,,
9002484,1,91193858.1186,,,
9002495,2,1136526196.73,,,
9002496,4,17459905071.0,,,
9002504,1,132808509.53,,,
9002516,1,228552044.411,,,
9002518,4,16230840563.500002,,,
9002521,4,22963474155.699997,,,
9002527,2,437435160.702,,,
9002528,1,76143706.32049999,,,
9002529,1,94611913.1163,,,
9002565,5,163573188583.0,25027020.0,25027020.0,spatial
9002567,2,510712656.89,,,
9002573,1,109036428.07499997,,,
9002574,2,604982619.428,,,
9002597,1,104219265.58000001,,,
9002605,6,228110658951.00006,25027930.0,25027930.0,spatial
9002605,6,228110658951.00006,25027530.0,25027530.0,spatial
9002606,1,141390930.57299998,,,
9002607,5,164197556274.00003,25027490.0,25027490.0,spatial
9002614,1,343785483.936,,,
9002617,2,545256010.275,,,
9002618,1,79936476.9961,,,
9002623,4,16116584591.1,,,
9002630,1,110266271.47599998,,,
9002631,2,506814682.049,,,
9002636,2,794746336.171,,,
9002637,4,15293338724.499998,,,
9002639,1,229216391.55,,,
9002650,1,123665526.62700002,,,
9002654,6,227915734619.0,,,
9002660,1,131223810.168,,,
9002663,5,167022719693.99997,,,
9002664,5,165244557951.99997,,,
9002666,1,150893525.851,,,
9002669,5,165004078827.0,25027360.0,25027360.0,spatial
9002670,2,650799939.986,,,
9002677,1,100151191.76500002,,,
9002684,5,164879311593.99997,,,
9002685,1,109206697.951,,,
9002686,2,655941835.147,,,
9002690,1,270635086.68999994,,,
9002704,4,14457876479.000002,,,
9002709,4,13311967141.4,,,
9002715,2,911271692.424,,,
9002717,1,111353115.382,,,
9002718,2,1070588420.53,,,
9002720,5,164414536138.00003,,,
9002745,1,100548100.081,,,
9002748,1,207052091.95500004,,,
9002753,2,1777586857.98,,,
9002764,5,164767744440.0,,,
9002765,1,157203729.64499998,,,
9002766,5,140549189233.0,25027330.0,25027330.0,spatial
9002767,1,282558329.07399994,,,
9002771,1,83757774.09910001,,,
9002776,2,1676078960.8899996,,,
9002779,5,140021219117.0,,,
9002785,1,76422878.6639,,,
9002794,5,164579725800.99997,,,
9002807,1,99013206.9204,,,
9002808,2,775495283.1870002,,,
9002810,1,168675583.932,,,
9002814,4,12400120609.2,,,
9002816,2,1099546793.57,,,
9002817,2,1395028413.92,,,
9002832,1,278466744.535,,,
9002834,1,156829370.58300003,,,
9002847,2,444473600.608,,,
9002854,5,139886272521.99997,,,
9002858,1,151622722.02499998,,,
9002863,1,108009953.911,,,
9002868,1,71866280.652,,,
9002869,1,192075097.96200004,,,
9002870,1,75304534.23049998,,,
9002871,5,139799881999.99997,,,
9002872,2,278158406.597,,,
9002874,1,99560243.71849997,,,
9002882,4,10903255837.8,,,
9002886,1,90354697.5801,,,
9002894,2,1514602757.4,,,
9002895,1,152545857.709,,,
9002913,1,359444529.294,,,
9002926,2,971209409.334,,,
9002932,1,133593856.15699998,,,
9002933,5,139520513388.00003,,,
9002939,2,1200981869.39,,,
9002948,2,761426967.433,,,
9002950,1,119700858.588,,,
9002953,5,138467722095.0,25027410.0,25027410.0,spatial
9002962,1,234374664.436,,,
9002965,2,296016731.716,,,
9002981,1,69697752.11889999,,,
9002982,1,75669317.2024,,,
9002985,1,174622552.80099997,,,
9002987,1,83933505.3677,,,
9002988,5,60880366427.0,25027640.0,25027640.0,spatial
9002993,4,10762210738.1,,,
9002995,2,1042474896.15,,,
9002997,1,160959337.46099997,,,
9003002,4,7429653946.629999,,,
9003007,3,3206081687.52,,,
9003011,2,365864912.334,,,
9003012,3,4444081588.8,,,
9003015,2,457656737.714,,,
9003016,1,197673436.446,,,
9003019,1,83501610.0847,,,
9003020,1,186007527.387,,,
9003024,1,86856700.8442,,,
9003058,2,374701766.3,,,
9003068,2,954976576.729,,,
9003083,2,584005996.483,,,
9003091,5,60600247502.200005,,,
9003094,2,274734772.003,,,
9003095,3,2711041062.2200003,,,
9003102,1,99046235.2867,,,
9003111,3,2417480815.16,,,
9003114,2,237331785.52199996,,,
9003126,1,417604034.498,,,
9003127,2,543467690.97,,,
9003137,2,679239689.541,,,
9003139,1,149736332.314,,,
9003151,2,1184503186.2899997,,,
9003152,3,4057245772.04,,,
9003156,2,666478781.5590001,,,
9003157,1,113884465.15499999,,,
9003161,4,7172863749.0,,,
9003171,1,212232180.975,,,
9003176,1,120624845.488,,,
9003185,1,294952716.71000004,,,
9003186,1,116083207.78099997,,,
9003189,1,254361741.40999997,,,
9003204,1,523225406.736,,,
9003209,5,134020402195.99998,,,
9003215,1,141218044.517,,,
9003237,1,253537095.72600004,,,
9003238,3,2738101712.15,,,
9003245,5,133667189952.0,,,
9003246,1,366674061.243,,,
9003247,3,1852309778.6,,,
9003248,2,449324211.245,,,
9003253,1,70887993.4156,,,
9003256,1,95159821.61270002,,,
9003269,2,189319422.05399996,,,
9003270,1,107028754.754,,,
9003284,1,81794772.134,,,
9003300,5,60212747448.499985,,,
9003315,1,106088487.494,,,
9003316,5,133412560535.00003,,,
9003331,3,1407086819.5,,,
9003332,3,2608491978.9799995,,,
9003339,1,74841872.91270001,,,
9003340,3,1202916959.67,,,
9003342,4,6964780707.06,,,
9003344,1,194513311.161,,,
9003368,1,134187861.84700002,,,
9003374,1,170718694.457,,,
9003375,1,148985826.568,,,
9003378,5,133255736955.00002,,,
9003386,1,255199153.383,,,
9003393,1,93797088.4781,,,
9003396,3,1355420833.3500001,,,
9003397,5,59996395712.2,25027200.0,25027200.0,spatial
9003408,1,90937540.9483,,,
9003409,3,1126944222.61,,,
9003442,1,146812993.94099998,,,
9003448,2,841091747.413,,,
9003458,2,396014564.744,,,
9003459,2,478117473.699,,,
9003460,1,126162338.042,,,
9003476,3,985695397.9529998,,,
9003477,2,300254906.549,,,
9003495,5,59560521507.80001,,,
9003496,1,135726777.577,,,
9003498,1,154139466.49500003,,,
9003499,1,313759658.721,,,
9003508,2,416258086.2199999,25027910.0,25027910.0,spatial
9003512,2,463091280.816,,,
9003514,1,111496745.498,,,
9003526,1,206750404.827,,,
9003528,1,133925602.5,,,
9003532,2,501222526.751,,,
9003537,5,133116760424.0,,,
9003540,1,80076670.85310002,,,
9003541,5,132729399010.0,,,
9003548,3,2030909708.27,,,
9003551,1,142907301.952,,,
9003559,1,148273972.822,,,
9003562,1,484782396.383,,,
9003563,1,248490852.98,,,
9003571,5,59297188666.200005,,,
9003581,5,132645652738.99998,,,
9003615,1,134456339.696,,,
9003620,1,124122220.86,,,
9003630,2,351377984.891,,,
9003631,3,5482063791.39,25027120.0,25027120.0,spatial
9003649,1,134893398.52499998,,,
9003677,5,57529269853.09999,,,
9003684,1,181110410.463,,,
9003690,1,268131106.556,,,
9003691,1,503975819.97199994,,,
9003692,5,132508683411.00003,23217030.0,23217030.0,spatial
9003705,1,164921313.24,,,
9003713,1,183487094.702,,,
9003714,1,162638254.744,,,
9003715,2,615446173.4569999,,,
9003724,1,222464929.445,,,
9003732,1,159194580.562,,,
9003739,2,379743806.12899995,,,
9003740,3,4784243498.26,,,
9003743,1,97281468.5583,,,
9003753,2,289748552.01400006,,,
9003754,3,1788264531.32,,,
9003762,5,131778920220.99998,,,
9003763,1,92814831.2477,,,
9003766,1,312142097.858,,,
9003780,1,202431497.801,,,
9003786,5,57312830836.5,25027270.0,25027270.0,spatial
9003800,3,4585870226.86,,,
9003802,1,88763055.38790001,,,
9003811,1,88394144.1134,,,
9003823,1,220620305.323,,,
9003825,4,15008026321.3,,,
9003829,1,106682031.974,,,
9003831,3,1564539181.77,,,
9003856,3,1126993449.46,,,
9003866,2,355053948.027,,,
9003867,2,1359632686.94,,,
9003876,3,4455331018.63,,,
9003881,1,103549705.649,,,
9003882,1,94900446.80079998,,,
9003891,1,254958694.309,,,
9003903,2,567238092.264,,,
9003910,1,175596946.78700003,,,
9003919,1,134333558.001,,,
9003920,4,8210382071.790001,,,
9003926,1,152300315.25500003,,,
9003930,1,139555994.73,,,
9003934,1,75643915.46,,,
9003935,4,41936509901.90001,,,
9003936,4,42232871217.1,25027050.0,25027050.0,spatial
9003940,2,755764371.71,,,
9003945,2,2285581354.21,,,
9003948,3,4299260626.06,,,
9003949,1,71927858.62769999,,,
9003986,2,2482540431.15,,,
9003990,4,7998938052.159999,,,
9003991,1,251157428.647,,,
9003994,1,109223378.53300002,,,
9003997,1,77139663.1087,,,
9003998,3,4105211253.12,25017010.0,25017010.0,spatial
9003999,2,1991457435.4400003,,,
9004014,4,14791446351.3,27037010.0,27037010.0,spatial
9004015,2,511828043.52,,,
9004016,4,7702356654.69,,,
9004017,2,304495721.32,,,
9004026,4,41794855531.299995,26247020.0,26247020.0,spatial
9004028,3,3223667057.38,,,
9004029,1,140229406.53699997,,,
9004033,1,139418275.806,,,
9004053,3,3944559028.25,,,
9004056,3,3746026881.86,,,
9004062,1,76271039.90150002,,,
9004063,2,690460068.235,,,
9004066,5,123446738708.99998,,,
9004070,4,14492817103.8,,,
9004071,1,281138854.468,,,
9004073,1,155341367.668,,,
9004089,4,7394315653.750001,,,
9004092,2,510244128.494,,,
9004093,1,181706146.922,,,
9004096,2,988829555.1369998,,,
9004098,1,184951398.79699996,,,
9004103,2,270520546.451,,,
9004107,2,493749821.109,,,
9004119,1,118101478.39100002,,,
9004125,1,73893692.07270001,,,
9004160,1,327564879.382,,,
9004167,2,1835205569.2900004,,,
9004173,1,222135720.987,,,
9004182,4,6823921471.470002,,,
9004197,2,911330078.22,,,
9004211,5,122244028120.0,,,
9004216,1,129949738.85900003,,,
9004225,2,1450855812.47,,,
9004233,1,150595863.40499997,,,
9004239,1,219719294.213,,,
9004245,1,191899539.794,,,
9004256,1,691339438.202,,,
9004257,1,149450538.09699997,,,
9004275,1,95271540.9456,,,
9004281,3,1115073941.58,,,
9004282,1,71980710.5946,,,
9004284,1,165297292.304,,,
9004286,4,5680431280.799999,,,
9004300,3,1011536087.38,,,
9004302,1,112137566.83499998,,,
9004303,3,884279032.506,,,
9004309,3,1426744435.53,,,
9004310,1,89793660.8954,,,
9004311,1,129447542.876,,,
9004317,1,72797336.7924,,,
9004318,3,721237606.102,,,
9004322,2,716412051.9399999,25017020.0,25017020.0,spatial
9004326,2,242267129.076,,,
9004328,1,91703540.3797,,,
9004355,5,120770274474.99998,23187280.0,23187280.0,spatial
9004378,1,116703660.79699998,,,
9004382,1,99257769.91030002,,,
9004400,4,13470125464.7,,,
9004401,1,94424210.5164,,,
9004411,1,71081264.1934,,,
9004412,1,165265385.746,,,
9004417,2,593318414.947,26247010.0,26247010.0,spatial
9004418,1,166511275.66,,,
9004429,1,113675677.201,,,
9004437,2,283650811.471,,,
9004439,1,74441774.277,,,
9004443,4,40828947987.299995,,,
9004444,1,99126519.6551,,,
9004448,2,413555918.433,,,
9004449,2,476451587.426,,,
9004452,2,556437131.951,,,
9004455,2,1045925027.59,,,
9004456,4,13111183641.0,,,
9004463,2,864211958.2049998,,,
9004464,2,546127578.006,,,
9004469,2,304836501.053,,,
9004473,2,552288556.139,,,
9004493,4,12185154117.4,,,
9004496,1,79807833.5596,,,
9004497,2,625702392.494,,,
9004506,1,173519193.096,,,
9004509,1,88676961.9842,,,
9004515,1,109535237.137,,,
9004521,1,112921751.71700002,,,
9004522,1,149048335.632,,,
9004528,1,113658440.426,,,
9004533,1,88437435.67809999,,,
9004534,1,88349023.2116,,,
9004553,4,5104126702.460001,,,
9004561,1,110716185.95,,,
9004562,1,118684749.88300002,,,
9004571,1,137485169.319,,,
9004572,2,360148745.734,,,
9004578,1,90895320.499,,,
9004580,2,1212802964.46,,,
9004587,1,77600299.6082,,,
9004596,2,555236909.803,,,
9004600,2,517839820.592,,,
9004601,3,1246160763.56,,,
9004607,1,360920723.889,,,
9004614,4,40320798370.9,,,
9004623,4,11622440191.699999,,,
9004641,1,101986758.047,,,
9004648,2,254790909.465,,,
9004651,2,455748885.814,,,
9004662,1,304014464.608,,,
9004670,2,453601063.561,,,
9004674,1,149200864.186,,,
9004680,1,190322968.913,,,
9004688,4,11411955787.499998,,,
9004698,1,94768217.0313,,,
9004699,4,39971977941.4,,,
9004703,1,193694846.143,,,
9004708,1,178471443.11699998,,,
9004713,2,635556908.129,,,
9004715,4,39812181309.7,,,
9004731,1,91543840.2079,,,
9004739,4,38763365253.200005,,,
9004767,1,186696762.54700005,,,
9004778,1,74797487.4746,,,
9004779,1,340465634.049,,,
9004806,1,223033260.485,,,
9004826,5,119667734479.00003,,,
9004832,1,190304789.213,,,
9004838,1,108366516.44500002,,,
9004839,4,4779941983.68,23197370.0,23197370.0,spatial
9004840,3,946215490.1769998,,,
9004845,3,1060924086.72,,,
9004846,2,285741832.819,,,
9004854,1,147002604.682,,,
9004879,2,1040351693.86,26247050.0,26247050.0,spatial
9004882,4,8768151948.1,,,
9004883,1,193150325.824,,,
9004884,1,69625067.2006,,,
9004890,2,817358059.21,,,
