GeoglowsID,Order,Drainage,StationID,AssignedID,AssignmentReason
9004893,1,349515444.18200004,,,
9004894,1,114580839.81899998,,,
9004895,1,118964092.324,,,
9004902,4,8569907306.55,,,
9004903,1,330838039.122,,,
9004908,1,78670265.9214,,,
9004914,1,101438071.887,,,
9004915,1,219182374.645,,,
9004916,1,154448489.06,,,
9004917,5,119388288639.99998,23207040.0,23207040.0,spatial
9004919,2,783537774.439,,,
9004923,2,425761808.834,,,
9004929,1,73056624.62489998,,,
9004931,1,148764947.428,,,
9004934,3,2623157202.3,27037020.0,27037020.0,spatial
9004941,4,3640865255.53,,,
9004942,1,226786518.723,,,
9004958,1,268892349.293,,,
9004963,4,38534277640.99999,26247030.0,26247030.0,spatial
9004964,3,2130620540.13,,,
9004965,1,82005235.254,,,
9004968,4,8434061861.849999,27037030.0,27037030.0,spatial
9004976,1,87638523.40470001,,,
9004977,2,301607094.704,,,
9004982,3,2035934944.21,,,
9004992,1,213425031.474,,,
9004995,4,3345719538.8,,,
9004998,2,358260241.429,,,
9005006,2,1188960087.03,,,
9005012,1,353483201.501,,,
9005018,2,600825607.413,,,
9005022,4,38388718784.600006,,,
9005025,2,235401473.883,,,
9005026,1,158754105.62899998,,,
9005035,1,112124575.928,,,
9005037,1,213284723.67400005,,,
9005041,1,101381887.86100002,,,
9005044,5,115431452344.0,,,
9005045,1,75288733.23609999,,,
9005047,2,820627638.842,,,
9005065,1,70092634.8028,,,
9005069,1,84245144.42350002,,,
9005076,1,71885902.1914,,,
9005077,4,3172732914.59,,,
9005080,1,74444600.47529998,,,
9005083,1,184092368.727,,,
9005086,3,5404133919.500001,,,
9005089,3,3011337240.1100006,,,
9005090,2,593373400.57,,,
9005094,2,902279394.166,,,
9005096,3,2490348315.49,,,
9005097,2,1063945650.32,,,
9005099,3,2838100517.45,,,
9005103,3,2281776125.11,,,
9005109,1,84152415.1672,,,
9005114,1,106203648.16399997,,,
9005115,1,190185597.189,,,
9005116,3,3918132756.7,,,
9005121,1,102657541.353,,,
9005123,2,381207528.356,,,
9005125,1,73543196.22350001,,,
9005129,1,80637218.3273,,,
9005140,1,84592823.45950001,,,
9005145,3,2128616653.82,,,
9005147,1,89569703.41470002,,,
9005148,1,141777508.64,,,
9005149,3,732075330.47,,,
9005153,4,38268436295.8,,,
9005154,1,107201062.74800003,,,
9005155,1,135069584.534,,,
9005160,1,82044568.63390002,,,
9005167,5,115300696762.0,,,
9005169,2,211355543.708,,,
9005174,1,160491601.682,,,
9005176,4,3046383447.69,,,
9005194,1,74461719.899,,,
9005203,3,2188373713.81,,,
9005207,1,158878794.253,,,
9005212,2,843685616.498,,,
9005213,1,195829190.956,,,
9005218,1,70336439.3444,,,
9005235,2,391853890.87,,,
9005253,2,329979938.67399997,,,
9005258,4,38104427507.49999,,,
9005262,3,5297123600.650001,,,
9005269,3,3670417547.89,,,
9005274,2,301169108.369,,,
9005276,1,319770724.65,,,
9005281,1,78129522.612,,,
9005282,1,79813705.2671,,,
9005283,1,118958746.96499997,,,
9005309,1,98793807.9335,,,
9005322,4,37856058692.5,26237040.0,26237040.0,spatial
9005323,3,2015375177.62,,,
9005332,2,213349144.213,,,
9005356,2,1024699192.86,,,
9005360,1,95197361.1575,,,
9005366,1,96144300.48619998,,,
9005378,3,1979026363.14,,,
9005383,1,84209292.3152,,,
9005397,1,253553267.049,23197130.0,23197130.0,spatial
9005418,5,115121157643.99998,,,
9005419,3,1678982047.46,,,
9005421,1,115764812.99699998,,,
9005424,3,1717446532.0700004,,,
9005427,1,110744182.136,,,
9005429,2,349971875.129,,,
9005432,1,221701551.291,,,
9005433,4,37439905910.600006,,,
9005439,4,22250507503.8,24067020.0,24067020.0,spatial
9005446,1,159067160.88899997,,,
9005447,4,22407634397.800003,,,
9005459,1,144569965.84899998,,,
9005463,4,21911455985.4,,,
9005466,2,784976330.124,,,
9005473,1,154622456.956,,,
9005476,3,1337389805.8899999,23197290.0,23197290.0,spatial
9005481,2,509639586.733,,,
9005482,2,675410944.2279999,,,
9005494,4,21638257213.800003,,,
9005495,1,254552580.48199996,,,
9005496,2,485070026.671,23197700.0,23197700.0,spatial
9005502,1,166257535.88300002,,,
9005503,1,134400904.94899997,,,
9005513,2,705569642.894,,,
9005520,1,198712506.857,,,
9005523,4,21376089440.8,,,
9005538,2,577867397.432,,,
9005539,4,37089756539.399994,,,
9005541,1,84116299.72230001,,,
9005552,1,175767244.455,,,
9005553,1,346429090.785,,,
9005556,1,185748902.99500003,,,
9005557,1,153498821.665,,,
9005574,1,95513957.09,,,
9005578,3,3301304507.7100005,,,
9005586,2,536236785.661,,,
9005587,1,193542327.764,,,
9005602,3,2866082077.87,,,
9005617,1,224124036.095,,,
9005618,3,2651393031.53,,,
9005619,1,184329371.765,,,
9005631,3,1416831695.7299998,,,
9005635,5,92562330791.4,,,
9005640,1,228367124.39699996,,,
9005641,4,36372330382.59999,,,
9005652,1,333238633.681,,,
9005656,1,184270455.262,,,
9005664,4,21151531716.2,,,
9005665,2,585171010.4009999,,,
9005669,1,210102894.846,,,
9005670,3,2424849466.27,,,
9005677,4,35822515165.299995,26237050.0,26237050.0,spatial
9005679,4,20467759327.0,,,
9005680,1,108504558.753,,,
9005681,1,121039680.23500001,,,
9005683,1,155889495.668,,,
9005687,2,773626675.063,,,
9005688,1,131095538.098,,,
9005693,2,489633797.67600006,,,
9005699,4,35553317413.5,,,
9005700,1,69887677.1806,,,
9005704,1,94352470.9017,,,
9005705,5,91666660843.79999,,,
9005716,1,122614508.97900002,,,
9005724,3,1181481977.81,,,
9005726,2,403982470.561,,,
9005729,1,109112019.478,,,
9005730,1,149374977.016,,,
9005732,1,219934986.704,,,
9005734,2,778687777.695,,,
9005739,1,136751262.32899997,,,
9005765,4,35453606043.1,,,
9005777,3,1002542147.2,,,
9005783,2,505405098.373,,,
9005784,1,74467811.7782,,,
9005788,3,1920587707.1200004,,,
9005789,3,2180598084.36,,,
9005794,1,207128498.76200005,,,
9005795,2,977936486.894,,,
9005797,2,590442186.159,,,
9005798,5,91487134564.6,,,
9005802,2,417005949.088,,,
9005803,1,382761479.449,,,
9005810,3,4216167937.33,,,
9005817,1,200683134.24,,,
9005820,1,231176722.032,,,
9005828,1,93977689.5215,,,
9005835,1,168653981.736,,,
9005836,5,91303450001.90002,,,
9005849,3,869520179.9160001,,,
9005858,1,235583642.837,,,
9005867,1,371607203.9830001,23197690.0,23197690.0,spatial
9005875,2,527954292.2119999,,,
9005876,1,74116424.8792,,,
9005895,5,89629631037.79999,23167010.0,23167010.0,spatial
9005912,1,170893274.753,,,
9005920,1,123024891.61699998,,,
9005923,5,89393925826.59999,,,
9005928,1,148862036.746,,,
9005943,4,20327506977.999996,,,
9005950,2,214868887.677,,,
9005951,1,170491082.96899998,,,
9005974,1,96991793.78319998,,,
9005978,2,310530860.871,,,
9005998,1,169842898.78899997,,,
9006005,1,137998396.76099998,,,
9006009,1,175842155.374,,,
9006016,1,87840433.2238,,,
9006017,4,20038682726.4,,,
9006018,1,76229724.1382,,,
9006033,1,298529063.932,27027060.0,27027060.0,spatial
9006034,1,156185215.71299997,,,
9006035,5,87265699668.5,,,
9006041,1,92201037.9861,,,
9006058,4,35213589809.7,,,
9006068,1,134669077.63900003,,,
9006069,2,490833485.488,,,
9006076,3,1660337087.69,23147040.0,23147040.0,spatial
9006077,1,135272411.087,,,
9006089,1,321052782.307,26237110.0,26237110.0,spatial
9006095,5,86936123926.09999,,,
9006098,3,3802946650.7699995,,,
9006101,3,1008671724.46,,,
9006110,1,112282687.23599999,,,
9006123,1,164285574.604,,,
9006127,2,925899300.612,,,
9006131,1,132695935.59699997,,,
9006143,2,356746362.36600006,,,
9006144,1,143291668.342,,,
9006153,2,308524413.171,,,
9006154,1,212587992.161,,,
9006193,1,152185411.37299997,,,
9006204,5,86798608821.10002,,,
9006223,4,34859540403.8,,,
9006237,2,459181532.474,,,
9006238,1,317208069.216,,,
9006242,1,213598057.723,,,
9006249,1,88911316.332,,,
9006262,1,114563658.41099998,,,
9006265,3,2098368242.8099997,,,
9006268,4,19903836570.6,,,
9006272,1,129471379.39699998,,,
9006273,1,138331851.10300002,,,
9006274,2,603523089.8310001,,,
9006276,2,428446505.949,23107040.0,23107040.0,spatial
9006287,2,402331703.196,,,
9006295,3,8606048116.66,,,
9006298,1,84061606.4008,,,
9006303,1,394690002.9059999,,,
9006306,5,80031568228.1,,,
9006307,1,126102383.218,,,
9006334,1,117261377.91500002,,,
9006340,3,9283982004.56,,,
9006343,1,195535978.021,,,
9006345,1,72697075.6131,,,
9006346,3,9143602789.93,24037360.0,24037360.0,spatial
9006357,3,1781071760.62,23147020.0,23147020.0,spatial
9006369,2,258582391.77400005,,,
9006372,3,959466408.228,,,
9006373,5,79331889324.89998,,,
9006380,1,73716124.6278,,,
9006394,3,1841198578.6400003,,,
9006402,2,318405529.354,,,
9006411,1,172390463.036,,,
9006412,2,791444435.494,,,
9006413,1,92347364.4783,,,
9006414,4,10404142338.800001,,,
9006421,1,143019995.647,,,
9006422,2,154999408.221,,,
9006425,1,78749323.4873,,,
9006429,1,75600746.7678,,,
9006432,4,10193454840.4,,,
9006440,3,8481973555.43,,,
9006441,1,538927128.954,,,
9006446,1,165924447.03500003,,,
9006447,1,140775259.455,,,
9006455,1,97462992.3301,,,
9006461,1,74399180.589,,,
9006464,1,94982939.68619998,,,
9006466,1,87658482.8498,,,
9006468,5,78981166008.8,,,
9006474,1,83288501.8559,,,
9006475,3,2491506993.51,23107020.0,23107020.0,spatial
9006485,4,34666029142.100006,,,
9006486,1,130096936.22,,,
9006500,2,598648596.12,,,
9006506,2,190988460.46999997,,,
9006507,2,365202868.97,23107030.0,23107030.0,spatial
9006510,2,655160904.5400001,,,
9006529,4,10093470473.4,,,
9006530,1,91719836.9748,,,
9006532,1,474293443.033,,,
9006536,1,76906354.3212,,,
9006542,1,102883772.743,,,
9006543,1,99176425.4929,,,
9006544,1,91375156.388,,,
9006545,1,111937247.112,,,
9006546,2,509703613.56400007,,,
9006548,1,129450250.08700003,,,
9006558,5,78793812246.09999,,,
9006561,1,216392134.149,,,
9006568,3,7758921325.990001,,,
9006569,1,93425286.38379999,,,
9006570,3,2595527452.43,,,
9006571,3,2711352696.33,,,
9006584,1,219474789.30199996,,,
9006586,3,6736204204.47,23127050.0,23127050.0,spatial
9006588,1,115452727.62300003,,,
9006595,2,951687892.6689998,,,
9006604,1,144109679.02,,,
9006606,1,105798456.29899998,,,
9006610,1,501654810.386,,,
9006611,2,318503529.615,,,
9006619,3,7572509121.48,,,
9006628,1,196315345.285,,,
9006629,1,88550805.0735,,,
9006630,2,499694883.715,,,
9006635,1,126464477.20099998,,,
9006636,1,193690797.743,,,
9006640,2,826837126.738,,,
9006644,3,3117832771.75,,,
9006654,1,158228807.60099998,,,
9006660,3,7446887499.570001,,,
9006665,3,7433131967.45,,,
9006666,3,7320573767.969998,,,
9006669,3,5585909416.86,,,
9006670,1,102309893.12500001,,,
9006672,5,75936528557.40001,,,
9006694,3,1634094934.8,,,
9006698,4,34344915675.2,26237100.0,26237100.0,spatial
9006702,1,74603832.66,,,
9006704,1,84284056.5654,,,
9006709,1,136989915.807,,,
9006710,1,97695225.8537,,,
9006713,4,34042103922.5,,,
9006716,1,120133658.226,,,
9006721,2,397710521.116,26217010.0,26217010.0,spatial
9006723,4,33797328193.6,,,
9006724,4,9962267059.17,,,
9006727,2,678046631.6839999,,,
9006730,3,2449501104.69,,,
9006740,2,1302055045.84,,,
9006742,1,373450573.1400001,,,
9006750,1,112263692.927,,,
9006754,1,104416671.711,,,
9006759,1,259882379.86,,,
9006761,1,78428974.43390001,,,
9006769,2,185565222.83799997,,,
9006770,3,7357436601.65,,,
9006771,3,2123751257.8499997,24027010.0,24027010.0,spatial
9006777,1,111227773.058,,,
9006778,2,320159740.552,,,
9006779,2,272561929.208,24027040.0,24027040.0,spatial
9006782,4,33391562726.299995,,,
9006783,1,78516960.0764,,,
9006784,2,456689792.063,,,
9006785,3,1284461390.2799997,,,
9006786,3,1104732764.23,,,
9006790,5,75730776647.90001,23097030.0,23097030.0,spatial
9006799,3,1026172499.49,,,
9006814,1,73850659.928,,,
9006819,2,564043196.409,,,
9006823,2,281826716.157,,,
9006824,1,115260702.02100001,,,
9006825,2,933328172.347,,,
9006831,1,242021310.913,26237020.0,26237020.0,spatial
9006835,3,6417868708.96,24037390.0,24037390.0,spatial
9006837,1,163868847.571,,,
9006838,1,259924468.423,24037380.0,24037380.0,spatial
9006838,1,259924468.423,24037040.0,24037040.0,spatial
9006842,1,116630014.572,,,
9006848,2,1103441297.94,24037490.0,24037490.0,spatial
9006851,3,7135166316.889999,24017640.0,24017640.0,spatial
9006853,1,206575484.804,,,
9006858,1,169196372.489,24027060.0,24027060.0,spatial
9006861,2,1233200205.2099998,,,
9006871,1,117434252.224,,,
9006882,1,82489134.0486,,,
9006888,2,241802676.65400004,,,
9006893,3,5463082385.05,23127020.0,23127020.0,spatial
9006894,1,100476493.90799998,,,
9006899,2,754506266.104,,,
9006906,2,284454809.089,,,
9006911,1,71646026.08270001,,,
9006924,1,141941605.647,,,
9006926,4,33093262467.699997,26217050.0,26217050.0,spatial
9006931,1,457710376.987,23087160.0,23087160.0,spatial
9006932,1,92779475.6348,,,
9006933,5,75421486994.3,,,
9006940,1,245378686.35800004,,,
9006943,2,611101231.779,,,
9006945,1,85663501.60110001,,,
9006959,1,125965861.26899998,,,
9006960,3,732601901.175,,,
9006967,3,5273266230.860001,,,
9006968,1,148541634.087,,,
9006988,1,473850363.918,23087180.0,23087180.0,spatial
9007003,1,103876712.86699998,,,
9007004,1,115030272.73099998,,,
9007010,1,204651896.562,,,
9007019,1,108316090.64299998,,,
9007025,2,145361245.60899997,24037370.0,24037370.0,spatial
9007048,1,82625093.8248,,,
9007049,2,909034610.935,,,
9007051,1,199849237.565,,,
9007052,1,492227681.743,,,
9007066,5,75100950080.8,,,
9007072,3,5110140157.22,,,
9007079,1,111349375.68,,,
9007081,1,76860369.7549,,,
9007087,1,80252499.64750001,,,
9007092,2,317638524.427,,,
9007093,3,6153506193.009999,,,
9007096,3,6986207773.829999,,,
9007105,1,161926169.514,,,
9007113,1,129335951.03,,,
9007116,5,74616137694.30002,,,
9007125,1,210803786.942,,,
9007126,2,365844522.463,,,
9007134,3,1636469112.2,24027070.0,24027070.0,spatial
9007140,1,79759040.6118,,,
9007141,1,93632225.96660002,,,
9007145,2,707460578.3390001,,,
9007146,3,4822844064.32,,,
9007150,4,32761610489.4,,,
9007151,1,85564780.05889998,,,
9007164,1,141610333.826,,,
9007172,1,83851657.9058,,,
9007173,2,608769477.434,,,
9007176,1,109764869.514,,,
9007180,1,72574872.52870001,,,
9007182,2,616848300.0929999,24027050.0,24027050.0,spatial
9007183,2,323315745.677,,,
9007191,1,201165397.06399995,,,
9007198,5,74380129954.3,,,
9007203,1,231877116.208,,,
9007218,2,485107496.343,,,
9007220,1,132800545.84700002,,,
9007222,2,283809557.951,,,
9007225,4,32513065464.0,,,
9007226,1,145361245.60899997,,,
9007233,2,1583040253.77,,,
9007238,3,5125416274.090001,23127060.0,23127060.0,spatial
9007239,2,811718253.975,,,
9007255,3,4814978987.85,23087210.0,23087210.0,spatial
9007256,2,856761521.521,,,
9007262,1,108502780.02800003,,,
9007272,4,32311224564.600006,,,
9007273,1,133864329.56300002,,,
9007292,5,74108261467.59999,23097040.0,23097040.0,spatial
9007297,1,146580445.807,,,
9007305,3,5745036121.150001,,,
9007306,3,4608175155.049999,,,
9007307,1,70693403.5876,,,
9007313,2,444266613.64799994,,,
9007317,1,186193627.66700003,,,
9007331,2,1103146782.6,,,
9007334,2,1884201620.69,,,
9007335,3,3922027738.430001,,,
9007336,1,203175625.065,,,
9007337,3,4723639238.94,,,
9007342,2,239648902.021,,,
9007343,1,204535555.743,,,
9007348,1,101817726.66900001,,,
9007352,5,68286628906.89999,,,
9007356,1,155799992.75699997,23087670.0,23087670.0,spatial
9007357,2,688992688.362,,,
9007365,2,563626936.046,,,
9007370,1,71138103.9878,,,
9007371,1,226725588.412,,,
9007382,1,89572096.0506,23087660.0,23087660.0,spatial
9007383,1,361194559.73,,,
9007386,3,6035412120.579999,,,
9007387,1,96047036.06320003,,,
9007398,3,3519493737.72,,,
9007407,1,285186869.60199994,,,
9007415,2,530569931.093,23087260.0,23087260.0,spatial
9007419,1,89040489.1332,,,
9007420,1,83085533.5041,,,
9007425,5,67737603927.5,,,
9007432,2,335780209.204,24017580.0,24017580.0,spatial
9007440,1,101175002.447,,,
9007442,2,712827427.648,24027030.0,24027030.0,spatial
9007453,1,185356290.22,,,
9007454,2,1110801668.09,,,
9007457,3,3407161142.78,,,
9007459,1,75707053.0566,,,
9007464,2,276645218.015,,,
9007466,3,4111845658.2,,,
9007469,1,90858070.4022,,,
9007475,3,5500126899.57,24017570.0,24017570.0,spatial
9007479,2,555933965.438,,,
9007480,1,103031881.792,,,
9007481,1,71763488.99289998,,,
9007484,1,379090422.082,,,
9007485,2,315302413.13799995,,,
9007490,4,32043787258.899994,,,
9007491,1,86743268.5489,,,
9007492,1,154346905.758,,,
9007494,3,1969669386.38,,,
9007502,4,31841821964.0,,,
9007503,2,258390976.531,,,
9007512,1,165542139.454,,,
9007515,1,84466052.30289999,,,
9007516,1,78788419.62089999,,,
9007519,2,317912998.08199996,,,
9007548,1,97143038.8113,,,
9007555,5,67548724342.19999,,,
9007565,2,783957700.336,,,
9007568,2,940670016.231,,,
9007571,1,99699538.58260003,,,
9007577,3,3903127284.71,,,
9007592,1,146250035.292,,,
9007599,5,67286602525.0,,,
9007604,1,146999717.438,,,
9007612,1,183886610.805,,,
9007615,1,99560788.0502,,,
9007616,3,1796296834.7900004,,,
9007623,1,149263409.98700002,,,
9007635,1,150919202.178,,,
9007636,2,543104278.602,,,
9007655,1,186227809.716,,,
9007656,1,160051361.596,,,
9007657,1,152728637.356,,,
9007661,1,142141627.086,,,
9007666,2,379447662.029,,,
9007669,1,161606418.54700002,,,
9007676,1,218718392.40300003,,,
9007677,1,104483742.086,,,
9007682,4,31583301168.4,,,
9007699,1,298143944.317,,,
9007703,3,3648972253.85,,,
9007706,1,158622502.74499997,,,
9007708,2,484974296.352,,,
9007721,2,814414586.446,23077020.0,23077020.0,spatial
9007727,2,497947479.791,,,
9007728,2,504674480.3960001,,,
9007729,3,3499870879.45,,,
9007737,1,80765348.79249999,,,
9007740,1,207686310.10600004,,,
9007749,1,198648609.19199997,,,
9007763,1,119609844.18499997,,,
9007769,1,124982711.92099997,,,
9007770,1,259932368.151,24037410.0,24037410.0,spatial
9007774,3,4469493983.26,,,
9007779,4,31296701682.5,26207080.0,26207080.0,spatial
9007780,1,87816794.7314,,,
9007781,5,66442194392.0,,,
9007812,4,31183974099.3,,,
9007813,1,274185193.875,,,
9007821,2,588069977.7889999,,,
9007822,1,115091541.29300001,,,
9007823,3,1638244534.3100004,23087190.0,23087190.0,spatial
9007825,1,197768707.941,23087200.0,23087200.0,spatial
9007826,1,84828921.10470001,,,
9007827,2,319010036.12600005,,,
9007832,3,2983212285.9000006,24037510.0,24037510.0,spatial
9007834,1,188563064.707,,,
9007835,2,611128456.4649999,,,
9007836,3,3733900979.53,,,
9007838,3,2814179640.52,,,
9007851,1,391009956.964,,,
9007853,4,29728064988.199997,,,
9007854,1,82010150.02729999,,,
9007856,1,151642407.05699998,,,
9007858,1,129386886.24899998,,,
9007859,5,66150127245.799995,,,
9007866,3,702797875.242,,,
9007867,2,365581267.69,,,
9007871,1,86536992.57769999,,,
9007877,3,1360013732.98,,,
9007878,2,341661896.57799995,,,
9007879,3,3310534951.07,,,
9007903,1,242664257.505,,,
9007904,2,1452828947.6,,,
9007905,1,75208829.5758,,,
9007906,1,319830711.265,,,
9007912,5,65759222054.40001,,,
9007918,1,133998602.29299998,,,
9007919,1,105143436.152,,,
9007932,1,145633236.719,,,
9007933,2,346341245.647,,,
9007939,1,94447852.7889,,,
9007940,3,2506453218.4999995,,,
9007944,3,3001780431.16,,,
9007946,3,2801037084.4199996,,,
9007950,1,107287017.088,,,
9007952,1,226051269.83400005,,,
9007954,2,504911559.545,,,
9007966,5,65638424228.60001,,,
9007967,1,80911394.62089999,,,
9007980,1,71394044.6001,,,
9007981,2,609969679.418,,,
9007985,2,338635142.756,,,
9007996,1,113253690.624,,,
9007997,2,444059893.634,,,
9007998,3,2302202342.62,24017590.0,24017590.0,spatial
9008017,2,1165696160.7,26197030.0,26197030.0,spatial
9008018,1,100679621.42000002,,,
9008021,1,90159249.3658,,,
9008026,1,164615209.221,,,
9008029,1,166783722.72300002,,,
9008041,2,192638113.438,,,
9008044,1,104197655.505,,,
9008050,4,29590786679.100002,,,
9008051,1,77258218.30910002,,,
9008053,3,2701000664.32,,,
9008056,1,106227686.407,,,
9008060,1,86337462.7644,,,
9008067,2,225161211.095,,,
9008068,3,2731659029.27,,,
9008075,1,87039146.5354,,,
9008085,1,121878180.994,,,
9008087,3,2569045752.4199996,,,
9008091,1,254385516.815,,,
9008114,1,103021754.798,,,
9008120,1,83483533.5696,,,
9008136,3,2508090393.16,,,
9008138,1,95050606.7462,,,
9008141,1,80785511.71990001,,,
9008153,5,65420974470.9,,,
9008164,1,284961011.489,,,
9008165,3,2315750817.5399995,,,
9008172,1,115458654.19500002,,,
9008173,1,72148398.08569999,,,
9008174,1,87018328.30990002,,,
9008177,2,1392679397.33,,,
9008180,4,29276101571.800003,26207030.0,26207030.0,spatial
9008185,2,859785069.989,,,
9008186,2,1206365639.14,,,
9008188,1,171346481.088,,,
9008193,3,2449156142.99,,,
9008199,2,779245711.212,,,
9008203,1,74389454.0532,,,
9008205,1,179857447.719,,,
9008216,1,183402214.604,,,
9008218,4,28828086070.899998,,,
9008221,4,3731349994.83,,,
9008223,3,2204808586.4800005,24037290.0,24037290.0,spatial
9008225,1,77609720.23030001,,,
9008233,1,115692012.36300002,,,
9008234,2,1576523704.04,24037190.0,24037190.0,spatial
9008237,1,140669262.34300002,,,
9008238,2,1089295577.71,24037130.0,24037130.0,spatial
9008240,4,28640341948.5,,,
9008242,1,208561816.949,,,
9008257,1,102413711.82799998,,,
9008261,1,150370044.75900003,,,
9008280,2,823566097.87,,,
9008286,3,1899944527.72,,,
9008289,5,62876073297.7,,,
9008290,4,4656691610.9,23067040.0,23067040.0,spatial
9008292,2,250034191.773,,,
9008293,1,77193411.9285,,,
9008298,3,2302585003.1200004,,,
9008299,2,434679337.897,,,
9008308,2,677717479.3470001,,,
9008309,5,58182208622.200005,,,
9008322,2,879864046.052,,,
9008331,3,2446799622.78,23057140.0,23057140.0,spatial
9008333,1,108669412.697,,,
9008334,3,1795898506.41,,,
9008340,2,320175418.527,,,
9008341,5,58073601843.100006,,,
9008343,1,85872543.5127,,,
9008345,1,240835096.348,,,
9008357,1,97673223.9563,,,
9008364,1,122664752.12,,,
9008365,2,1209416745.14,24017600.0,24017600.0,spatial
9008381,1,169735885.132,,,
9008390,2,598950153.629,,,
9008391,1,87824158.8164,,,
9008394,1,78355804.4804,,,
9008396,1,208353172.204,24017740.0,24017740.0,spatial
9008406,3,1840710687.73,,,
9008407,3,1238958382.42,,,
9008411,1,152179153.142,,,
9008412,1,166258733.212,,,
9008413,2,1059842000.6799998,26187040.0,26187040.0,spatial
9008416,1,74802990.6668,,,
9008417,2,227241577.781,,,
9008418,1,101246944.792,,,
9008419,2,741855827.542,,,
9008424,3,833733989.212,,,
9008425,2,1110332847.16,,,
9008426,3,1712431447.08,,,
9008447,2,551314419.473,,,
9008465,1,79823081.81769998,,,
9008468,1,85691187.2115,,,
9008487,3,1520464234.8899996,,,
9008503,2,450649266.5769999,24037030.0,24037030.0,spatial
9008509,2,515310886.318,26197010.0,26197010.0,spatial
9008519,1,120909261.97,,,
9008522,1,100957142.84400003,,,
9008530,1,98902264.2255,,,
9008531,1,232127406.525,,,
9008544,2,291362515.576,,,
9008546,3,1603096411.1299996,23127010.0,23127010.0,spatial
9008562,1,139375979.196,,,
9008568,1,127818268.22300002,,,
9008573,1,129880277.92499998,,,
9008576,3,1434454244.97,,,
9008596,2,393839754.795,24017830.0,24017830.0,spatial
9008608,1,71539442.0546,,,
9008619,2,592102284.155,,,
9008620,2,634719202.6790001,,,
9008624,1,140450843.747,,,
9008638,2,860848933.328,,,
9008645,4,3617248860.7399993,,,
9008658,1,150023670.45900002,,,
9008665,1,407169388.665,24037090.0,24037090.0,spatial
9008667,1,323368979.33400005,24017620.0,24017620.0,spatial
9008680,4,26713447615.700005,26187110.0,26187110.0,spatial
9008681,1,152623543.659,,,
9008682,2,260893104.713,,,
9008684,1,141136537.55900002,,,
9008694,1,163021410.88300002,24037120.0,24037120.0,spatial
9008711,1,107542327.183,,,
9008715,1,174375683.88300002,24037080.0,24037080.0,spatial
9008732,1,199932005.895,,,
9008733,2,379560735.716,,,
9008750,5,57943154577.799995,,,
9008775,1,88102293.6238,,,
9008784,5,57376471900.700005,,,
9008805,1,221675999.267,,,
9008806,1,99886114.85449998,,,
9008811,2,590605075.6630001,,,
9008812,1,206271047.353,,,
9008819,3,1341204762.5,,,
9008842,3,1066982324.09,,,
9008849,1,326202534.208,,,
9008859,1,77133821.89889999,,,
9008869,3,988629523.1230001,,,
9008874,2,370601118.045,,,
9008875,1,121821697.384,,,
9008884,1,195462694.057,,,
9008885,2,841307026.971,,,
9008894,1,148248086.73,,,
9008907,4,26370255090.4,,,
9008908,1,152998705.976,,,
9008927,1,102268067.85300002,,,
9008932,1,109212678.049,,,
9008935,2,511597953.3319999,,,
9008936,1,476014478.247,,,
9008951,1,185090945.067,,,
9008960,4,3207514400.2,23067020.0,23067020.0,spatial
9008990,1,71247762.2522,,,
9008997,1,146126129.08499998,,,
9009027,5,57187888137.50001,23037010.0,23037010.0,spatial
9009036,1,232200522.60999995,,,
9009042,2,445884074.952,,,
9009063,3,829146422.889,,,
9009068,1,116680012.774,,,
9009078,4,25722894826.20001,,,
9009079,2,286381017.639,,,
9009083,1,264024593.299,26177010.0,26177010.0,spatial
9009084,4,25553450871.3,,,
9009092,1,188342998.02399996,,,
9009102,1,73808893.8429,,,
9009115,1,135926029.225,,,
9009116,1,126043039.142,,,
9009150,2,265322658.46200004,,,
9009163,1,104689048.67700002,,,
9009169,1,302964868.415,26167090.0,26167090.0,spatial
9009180,1,99969159.7462,,,
9009184,1,118737031.08700003,,,
9009186,1,71073272.16449998,,,
9009198,2,547617697.314,,,
9009213,2,312495197.321,24017610.0,24017610.0,spatial
9009229,2,454595990.205,,,
9009238,1,240777450.58599997,24017150.0,24017150.0,spatial
9009248,1,76336068.22190002,,,
9009249,4,25289287980.4,,,
9009262,1,209149210.34399995,,,
9009269,5,56954954839.1,,,
9009290,1,132458148.13699998,,,
9009291,1,87662862.94209999,,,
9009310,4,25161051334.1,,,
9009313,2,340363737.515,,,
9009338,1,80019769.98249999,,,
9009341,1,86583169.653,,,
9009342,1,183980119.883,,,
9009362,1,119370900.224,,,
9009363,1,97624220.6724,,,
9009364,4,24811673640.1,26167070.0,26167070.0,spatial
9009365,2,226274188.359,,,
9009369,1,79395742.9783,,,
9009374,1,126864010.29500002,,,
9009377,1,188502329.307,,,
9009381,1,87479508.6325,,,
9009403,1,179145666.89,26147080.0,26147080.0,spatial
9009418,1,252526674.112,,,
9009419,2,863931198.298,23027060.0,23027060.0,spatial
9009420,2,571428932.037,,,
9009429,2,213292315.011,26167060.0,26167060.0,spatial
9009435,1,83614036.8872,,,
9009442,1,90077048.2756,23017060.0,23017060.0,spatial
9009472,5,55952508243.399994,,,
9009479,5,55081445531.2,,,
9009481,2,800380559.702,23017090.0,23017090.0,spatial
9009482,2,227724548.08800003,,,
9009495,1,90070732.35489999,,,
