HydroID,NextDownID,DrainID,COMID,Shape_Leng,Tot_Drain_,LENGTH_GEO,Musk_kfac,Musk_k,Musk_x,order_,Aera_km2,Shape_Le_1
9000266,-1,307,9000266,926.952844,7347567767,0.90708553,3265.50791,1142.92777,0.3,4,277383.994,926.949733
9000288,9000297,315,9000288,689.976392,104518992,0.67399567,2426.38442,849.234545,0.3,1,277383.994,689.976392
9000289,9000297,316,9000289,595.837428,72297551.6,0.58318275,2099.45789,734.810262,0.3,1,277383.994,595.837428
9000294,9000315,112,9000294,4053.79289,91585438.1,3.9563528,14242.8701,4985.00452,0.3,1,277383.994,4053.79289
9000296,9000266,320,9000296,9855.46831,2148774163,9.63434401,34683.6384,12139.2735,0.3,3,277383.994,9855.46831
9000297,9000296,318,9000297,979.976412,190515578,0.95977508,3455.19028,1209.3166,0.3,2,277383.994,979.976412
9000300,9000266,321,9000300,10157.9439,5195760441,9.94110405,35787.9746,12525.7911,0.3,4,277383.994,10157.9439
9000313,9000300,325,9000313,2912.89872,5030792546,2.85119359,10264.2969,3592.50392,0.3,4,277383.994,2912.89872
9000315,9000308,113,9000315,4990.28963,200490016,4.88080926,17570.9133,6149.81967,0.3,2,277383.994,4924.08705
9000317,9000315,116,9000317,5272.43826,96416014.2,5.15814944,18569.338,6499.26829,0.3,1,277383.994,5272.43826
9000327,9000296,328,9000327,6395.34691,1863385265,6.25595622,22521.4424,7882.50484,0.3,3,277383.994,6395.34691
9000333,9000334,118,9000333,384.126995,70640042.1,0.3766334,1355.88025,474.558087,0.3,1,277383.994,384.126995
9000334,9000308,119,9000334,4705.97518,2.64E+11,4.60157203,16565.6593,5797.98076,0.3,6,277383.994,4658.73848
9000336,9000327,311,9000336,49953.1045,406175684,48.9282361,176141.65,61649.5775,0.3,1,277383.994,46.384
9000338,9000334,120,9000338,1454.84277,2.64E+11,1.42010244,5112.36878,1789.32907,0.3,6,277383.994,1454.84277
9000344,9000345,117,9000344,5587.1513,158333117,5.46987728,19691.5582,6892.04537,0.3,1,277383.994,5587.1513
9000345,9000313,122,9000345,8038.26038,4870921713,7.86858977,28326.9232,9914.42311,0.3,4,277383.994,8038.26038
9000346,9000433,329,9000346,1688.69235,73937587.8,1.65264338,5949.51617,2082.33066,0.3,1,277383.994,1688.69235
9000347,9000433,326,9000347,7829.03668,103358606,7.66153116,27581.5122,9653.52926,0.3,1,277383.994,7829.03668
9000348,9000345,123,9000348,94.4551,4668737916,0.09217809,331.841121,116.144392,0.3,4,277383.994,47.2277
9000351,9000300,334,9000351,8303.66353,87471708.7,8.10301452,29170.8523,10209.7983,0.3,1,277383.994,8303.66353
9000359,9000327,336,9000359,6824.03283,1421436001,6.67100575,24015.6207,8405.46724,0.3,3,277383.994,6824.03283
9000364,9000359,338,9000364,661.1319,500018432,0.64524522,2322.88278,813.008973,0.3,2,277383.994,661.1319
9000365,9000359,339,9000365,1588.61898,866645275,1.55541385,5599.48987,1959.82145,0.3,2,277383.994,1588.61898
9000366,9000364,340,9000366,9267.65816,154359950,9.09091978,32727.3112,11454.5589,0.3,1,277383.994,9267.65816
9000371,9000390,115,9000371,13434.3099,168585142,13.1380109,47296.8394,16553.8938,0.3,1,277383.994,13434.3099
9000374,9000390,126,9000374,6995.72605,135930476,6.85063327,24662.2798,8631.79792,0.3,1,277383.994,6995.72605
9000375,9000365,342,9000375,4952.7519,96899009.6,4.85459933,17476.5576,6116.79516,0.3,1,277383.994,4952.7519
9000376,9000338,127,9000376,10698.5064,166103076,10.4630387,37666.9395,13183.4288,0.3,1,277383.994,10698.5064
9000390,9000391,125,9000390,7288.61506,374574073,7.13873005,25699.4282,8994.79986,0.3,2,277383.994,7288.61506
9000391,9000348,128,9000391,14185.6208,820711818,13.8865551,49991.5983,17497.0594,0.3,3,277383.994,14139.2385
9000394,9000338,129,9000394,12299.3365,2.64E+11,12.0118579,43242.6884,15134.941,0.3,6,277383.994,12299.3365
9000395,9000394,130,9000395,510.07249,364995913,0.49834132,1794.02876,627.910066,0.3,2,277383.994,510.07249
9000396,9000365,348,9000396,9928.43228,756375986,9.71357817,34968.8814,12239.1085,0.3,2,277383.994,9928.43228
9000399,9000394,131,9000399,1076.61828,2.64E+11,1.05140694,3785.06497,1324.77274,0.3,6,277383.994,1076.61828
9000400,9000364,337,9000400,45794.1508,345360594,44.8662239,161518.406,56531.4421,0.3,1,277383.994,45794.1508
9000407,9000396,351,9000407,5730.52577,105011399,5.61485129,20213.4647,7074.71263,0.3,1,277383.994,5730.52577
9000411,9000399,134,9000411,1822.68028,147337135,1.78019587,6408.70513,2243.0468,0.3,1,277383.994,1822.68028
9000412,9000508,343,9000412,6443.57527,86078778.4,6.30380023,22693.6808,7942.78829,0.3,1,277383.994,6443.57527
9000413,9000508,341,9000413,17377.9572,182724836,17.0320877,61315.5158,21460.4305,0.3,1,277383.994,17377.9572
9000415,9000313,354,9000415,22577.6742,136714607,22.0608473,79419.0504,27796.6676,0.3,1,277383.994,22577.6742
9000416,9000438,347,9000416,3897.6512,112359156,3.81381613,13729.7381,4805.40833,0.3,1,277383.994,3897.6512
9000417,9000438,331,9000417,30508.9567,244928192,29.8699377,107531.776,37636.1215,0.3,1,277383.994,30508.9567
9000425,9000348,136,9000425,15337.1125,3847999811,14.9731888,53903.4796,18866.2179,0.3,3,277383.994,15289.8849
9000430,9000395,132,9000430,32736.5948,276043523,32.0709948,115455.581,40409.4535,0.3,1,277383.994,32736.5948
9000432,9000469,356,9000432,4818.50101,87711889.9,4.71693411,16980.9628,5943.33698,0.3,1,277383.994,4818.50101
9000433,9000469,333,9000433,29906.6267,271871878,29.2823486,105416.455,36895.7592,0.3,2,277383.994,29906.6267
9000435,9000391,137,9000435,10953.1255,378978505,10.7167056,38580.14,13503.049,0.3,2,277383.994,10953.1255
9000437,9000490,335,9000437,33067.3863,290826088,32.3969252,116628.931,40820.1258,0.3,1,277383.994,33067.3863
9000438,9000490,355,9000438,5440.86504,383072598,5.32263525,19161.4869,6706.52041,0.3,2,277383.994,5440.86504
9000442,9000435,139,9000442,1257.37421,123879644,1.23163101,4433.87165,1551.85508,0.3,1,277383.994,1257.37421
9000449,9000477,352,9000449,11343.6707,103697494,11.113305,40007.898,14002.7643,0.3,1,277383.994,11343.6707
9000454,9000545,350,9000454,14443.0428,136791373,14.1495659,50938.4373,17828.453,0.3,1,277383.994,14443.0428
9000455,9000477,357,9000455,18056.3274,258354978,17.7117404,63762.2653,22316.7929,0.3,1,277383.994,18056.3274
9000464,9000396,363,9000464,13136.9702,629087640,12.8533872,46272.1941,16195.2679,0.3,2,277383.994,13136.9702
9000465,9000536,345,9000465,16371.9717,161990438,16.0183341,57666.0029,20183.101,0.3,1,277383.994,16371.9717
9000468,9000464,366,9000468,557.132006,70375712.3,0.54444709,1960.00952,686.003334,0.3,1,277383.994,557.132006
9000469,9000487,358,9000469,5664.88914,372238336,5.54562131,19964.2367,6987.48285,0.3,2,277383.994,5664.88914
9000473,9000435,142,9000473,12828.52,141148312,12.5807284,45290.6223,15851.7178,0.3,1,277383.994,12828.52
9000474,9000536,364,9000474,9095.45074,148029940,8.92013867,32112.4992,11239.3747,0.3,1,277383.994,9095.45074
9000477,9000545,360,9000477,13178.5688,397543637,12.9119342,46482.963,16269.037,0.3,2,277383.994,13178.5688
9000480,9000425,145,9000480,7967.73557,2979612022,7.78034805,28009.253,9803.23854,0.3,3,277383.994,7967.73557
9000481,9000480,144,9000481,701.928992,71433330.2,0.68885331,2479.87193,867.955175,0.3,1,277383.994,701.928992
9000482,9000395,143,9000482,17607.9609,88803478.4,17.2232037,62003.5334,21701.2367,0.3,1,277383.994,17607.9609
9000484,9000488,368,9000484,2068.84327,83931509.5,2.02383859,7285.81893,2550.03663,0.3,1,277383.994,2068.84327
9000487,9000535,367,9000487,5443.26039,681301891,5.33322117,19199.5962,6719.85867,0.3,2,277383.994,5443.26039
9000488,9000534,369,9000488,1989.64413,885658960,1.95108484,7023.90542,2458.3669,0.3,2,277383.994,1989.64413
9000489,9000534,346,9000489,29292.0657,192627249,28.6817085,103254.151,36138.9527,0.3,1,277383.994,29292.0657
9000490,9000488,359,9000490,25792.3201,800125113,25.2952492,91062.8971,31872.014,0.3,2,277383.994,25792.3201
9000494,9000487,372,9000494,28250.4437,256654418,27.6738946,99626.0204,34869.1071,0.3,1,277383.994,28250.4437
9000506,9000480,146,9000506,10992.0005,2903677673,10.7869956,38833.1841,13591.6144,0.3,3,277383.994,10992.0005
9000508,9000464,353,9000508,47262.8442,484953780,46.3189989,166748.396,58361.9386,0.3,2,277383.994,47262.8442
9000526,9000506,374,9000526,12178.9207,2355283323,11.9461479,43006.1324,15052.1463,0.3,3,277383.994,12178.9207
9000530,9000425,150,9000530,18614.113,764706377,18.209193,65553.0948,22943.5832,0.3,2,277383.994,18614.113
9000533,9000399,151,9000533,18995.4711,2.63E+11,18.5540128,66794.4459,23378.0561,0.3,6,277383.994,18995.4711
9000534,9000556,371,9000534,5873.50976,1097451897,5.74655654,20687.6035,7240.66124,0.3,2,277383.994,5873.50976
9000535,9000556,370,9000535,6602.01357,920889879,6.46177811,23262.4012,8141.84042,0.3,2,277383.994,6602.01357
9000536,9000678,365,9000536,11658.5821,417236767,11.4099615,41075.8613,14376.5515,0.3,2,277383.994,11658.5821
9000543,9000530,152,9000543,5508.74577,451586347,5.40625349,19462.5126,6811.8794,0.3,2,277383.994,5508.74577
9000544,9000526,379,9000544,3506.9608,1473454297,3.43309955,12359.1584,4325.70543,0.3,3,277383.994,3506.9608
9000545,9000526,362,9000545,64305.0157,825645070,63.063429,227028.344,79459.9205,0.3,2,277383.994,64305.0157
9000546,9000544,380,9000546,1246.44569,70861385.6,1.22289948,4402.43811,1540.85334,0.3,1,277383.994,1246.44569
9000549,9000678,381,9000549,6019.19493,136967123,5.90686497,21264.7139,7442.64986,0.3,1,277383.994,6019.19493
9000552,9000700,378,9000552,2042.55078,95014452.6,1.99976505,7199.15418,2519.70396,0.3,1,277383.994,2042.55078
9000556,9000613,375,9000556,3530.11708,2032961331,3.4532579,12431.7285,4351.10496,0.3,3,277383.994,3530.11708
9000557,9000700,383,9000557,16371.8453,187848142,16.0686727,57847.2218,20246.5276,0.3,1,277383.994,16371.8453
9000559,9000613,385,9000559,2145.19798,77506083.3,2.10547996,7579.72786,2652.90475,0.3,1,277383.994,2145.19798
9000573,9000535,387,9000573,28030.971,161165763,27.4821628,98935.7861,34627.5251,0.3,1,277383.994,28030.971
9000590,9000544,388,9000590,7000.37294,1397646608,6.85754496,24687.1618,8640.50665,0.3,3,277383.994,7000.37294
9000594,9000595,153,9000594,5259.09432,105345050,5.15117098,18544.2155,6490.47544,0.3,1,277383.994,5259.09432
9000595,9000533,157,9000595,7782.30173,2.63E+11,7.61476411,27413.1508,9594.60277,0.3,6,277383.994,7782.30173
9000605,9000606,154,9000605,3258.48275,87171397.2,3.1968233,11508.5639,4027.99736,0.3,1,277383.994,3258.48275
9000606,9000543,160,9000606,8105.28623,244401403,7.93509696,28566.349,9998.22217,0.3,2,277383.994,8105.28623
9000611,9000612,158,9000611,2666.91981,73126595.1,2.61742837,9422.74212,3297.95974,0.3,1,277383.994,2666.91981
9000612,9000595,162,9000612,4633.99166,2.63E+11,4.5476519,16371.5469,5730.0414,0.3,6,277383.994,4633.99166
9000613,9000650,384,9000613,9033.68973,2200263688,8.85394592,31874.2053,11155.9719,0.3,3,277383.994,9033.68973
9000615,9000606,163,9000615,1786.26058,120142082,1.75070818,6302.54945,2205.89231,0.3,1,277383.994,1786.26058
9000616,9000543,164,9000616,14490.9626,167658732,14.202618,51129.4249,17895.2987,0.3,1,277383.994,14490.9626
9000637,9000650,392,9000637,20830.3492,105330993,20.4299442,73547.7993,25741.7298,0.3,1,277383.994,20830.3492
9000639,9000590,393,9000639,17749.6502,1083652461,17.4064685,62663.2865,21932.1503,0.3,2,277383.994,17749.6502
9000640,9000639,377,9000640,41628.2359,238897570,40.8211406,146956.106,51434.6371,0.3,1,277383.994,41628.2359
9000643,9000612,168,9000643,4867.78293,2.63E+11,4.76552125,17155.8765,6004.55677,0.3,6,277383.994,4867.78293
9000649,9000658,373,9000649,37162.4368,217947920,36.4216924,131118.093,45891.3325,0.3,1,277383.994,37162.4368
9000650,9000658,390,9000650,5267.86663,2329920413,5.15651204,18563.4434,6497.20517,0.3,3,277383.994,5267.86663
9000651,9000639,395,9000651,2608.12398,740191543,2.55981069,9215.31848,3225.36147,0.3,2,277383.994,2608.12398
9000652,9000651,391,9000652,5072.91513,81887381.1,4.97405148,17906.5853,6267.30486,0.3,1,277383.994,5072.91513
9000655,9000643,170,9000655,4006.50666,110062457,3.93190986,14154.8755,4954.20642,0.3,1,277383.994,4006.50666
9000656,9000533,171,9000656,16392.6684,458316401,16.0348546,57725.4765,20203.9168,0.3,2,277383.994,16392.6684
9000657,9000679,389,9000657,7720.18927,114116192,7.56209233,27223.5324,9528.23633,0.3,1,277383.994,7720.18927
9000658,9000679,394,9000658,3894.71275,2626880742,3.82374833,13765.494,4817.92289,0.3,3,277383.994,3894.71275
9000667,9000506,398,9000667,22339.5979,432544177,21.8651744,78714.628,27550.1198,0.3,2,277383.994,22339.5979
9000673,9000656,174,9000673,2592.00472,221407946,2.53914106,9140.90781,3199.31773,0.3,2,277383.994,2592.00472
9000675,9000590,399,9000675,13925.916,285494189,13.6453183,49123.1459,17193.1011,0.3,2,277383.994,13925.916
9000678,9000743,376,9000678,34934.33,721346678,34.26123,123340.428,43169.1497,0.3,2,277383.994,34934.33
9000679,9000743,397,9000679,3008.48698,2762374555,2.9485985,10614.9546,3715.23411,0.3,3,277383.994,3008.48698
9000687,9000673,175,9000687,1123.95863,78872164.7,1.10078666,3962.83199,1386.9912,0.3,1,277383.994,1123.95863
9000688,9000656,176,9000688,4461.09677,146247413,4.37432095,15747.5554,5511.64439,0.3,1,277383.994,4461.09677
9000690,9000673,177,9000690,9129.99525,138055491,8.95594675,32241.4083,11284.4929,0.3,1,277383.994,9129.99525
9000692,9000530,161,9000692,29978.2048,186722641,29.3751333,105750.48,37012.668,0.3,1,277383.994,29978.2048
9000693,9000675,404,9000693,11002.0033,111686840,10.7971325,38869.6771,13604.387,0.3,1,277383.994,11002.0033
9000694,9000667,405,9000694,6847.12847,91432535.3,6.71884736,24187.8505,8465.74767,0.3,1,277383.994,6847.12847
9000695,9000731,396,9000695,15920.7514,128781968,15.616787,56220.433,19677.1516,0.3,1,277383.994,15920.7514
9000700,9000651,382,9000700,65078.7082,654567312,63.8150036,229734.013,80406.9046,0.3,2,277383.994,65078.7082
9000709,9000675,408,9000709,3860.58545,96156818.7,3.77715168,13597.746,4759.21112,0.3,1,277383.994,3860.58545
9000718,9000731,410,9000718,16747.4407,165693710,16.4406155,59186.2158,20715.1755,0.3,1,277383.994,16747.4407
9000724,9000746,406,9000724,6831.62898,106070216,6.70404474,24134.5611,8447.09637,0.3,1,277383.994,6831.62898
9000727,9000855,409,9000727,3539.08013,76988962.4,3.46552294,12475.8826,4366.5589,0.3,1,277383.994,3539.08013
9000731,9000855,403,9000731,23029.9095,548535184,22.5900799,81324.2875,28463.5006,0.3,2,277383.994,23029.9095
9000733,9000643,185,9000733,13037.8065,2.63E+11,12.7670113,45961.2408,16086.4343,0.3,6,277383.994,13037.8065
9000735,9000733,184,9000735,2094.72659,83855038,2.05536514,7399.3145,2589.76007,0.3,1,277383.994,2094.72659
9000739,9000746,415,9000739,18884.5557,130849925,18.5442303,66759.2291,23365.7302,0.3,1,277383.994,18884.5557
9000743,9000753,402,9000743,10811.7883,3554683915,10.5899231,38123.7232,13343.3031,0.3,3,277383.994,10811.7883
9000746,9000753,413,9000746,14306.3266,304143565,14.0453325,50563.1972,17697.119,0.3,2,277383.994,14306.3266
9000749,9000779,412,9000749,5641.30795,90648622.8,5.52857557,19902.8721,6966.00522,0.3,1,277383.994,5641.30795
9000750,9000779,400,9000750,16925.2372,103350880,16.5969893,59749.1617,20912.2066,0.3,1,277383.994,16925.2372
9000753,9000770,417,9000753,1736.51959,3902629110,1.70242418,6128.72704,2145.05446,0.3,3,277383.994,1736.51959
9000754,9000826,183,9000754,6240.3893,135447681,6.11265425,22005.5553,7701.94436,0.3,1,277383.994,6240.3893
9000765,9000948,420,9000765,3622.9166,77319091.6,3.55808991,12809.1237,4483.19329,0.3,1,277383.994,3622.9166
9000766,9000948,411,9000766,9309.20802,89358960.3,9.12505573,32850.2006,11497.5702,0.3,1,277383.994,9309.20802
9000769,9000772,401,9000769,15711.8138,110087956,15.3979176,55432.5034,19401.3762,0.3,1,277383.994,15711.8138
9000770,9000772,419,9000770,3471.57533,4149611857,3.40774415,12267.879,4293.75763,0.3,3,277383.994,3471.57533
9000772,9000811,422,9000772,94.3011,4259717309,0.09217507,331.830254,116.140589,0.3,3,277383.994,94.3011
9000774,9000826,188,9000774,12047.0611,241872968,11.8290883,42584.7178,14904.6512,0.3,1,277383.994,12047.0611
9000776,9000820,187,9000776,5112.9083,87966791.5,5.01569909,18056.5167,6319.78085,0.3,1,277383.994,5112.9083
9000777,9000667,424,9000777,16695.7982,177169288,16.354967,58877.8811,20607.2584,0.3,1,277383.994,16695.7982
9000779,9000811,418,9000779,10157.6273,209973519,9.96475502,35873.1181,12555.5913,0.3,2,277383.994,10157.6273
9000788,9000770,425,9000788,34649.4191,231192662,34.0220583,122479.41,42867.7935,0.3,1,277383.994,34649.4191
9000796,9000733,192,9000796,7322.80231,2.62E+11,7.16551837,25795.8661,9028.55315,0.3,6,277383.994,7322.80231
9000809,9000820,193,9000809,25590.9714,140218361,25.1202745,90432.9882,31651.5459,0.3,1,277383.994,25590.9714
9000811,9000841,423,9000811,5700.94154,4516445140,5.58153417,20093.523,7032.73306,0.3,3,277383.994,5700.94154
9000817,9000796,195,9000817,4523.63683,251232182,4.43348199,15960.5352,5586.18731,0.3,2,277383.994,4523.63683
9000819,9000817,196,9000819,330.673401,81907882.1,0.32431269,1167.52567,408.633983,0.3,1,277383.994,330.673401
9000820,9000847,189,9000820,15987.2119,339232457,15.6894544,56482.0359,19768.7126,0.3,2,277383.994,15987.2119
9000821,9000817,198,9000821,462.942504,130986812,0.4540381,1634.53716,572.088008,0.3,1,277383.994,462.942504
9000826,9000827,186,9000826,12054.9626,475476846,11.8145442,42532.3593,14886.3258,0.3,2,277383.994,12054.9626
9000827,9000796,199,9000827,4512.90438,2.62E+11,4.42086784,15915.1242,5570.29348,0.3,6,277383.994,4512.90438
9000828,9000841,430,9000828,3344.27118,75936334.2,3.27963273,11806.6778,4132.33724,0.3,1,277383.994,3344.27118
9000840,9000949,416,9000840,21907.9457,140860755,21.4781403,77321.305,27062.4568,0.3,1,277383.994,21907.9457
9000841,9000949,428,9000841,4623.7901,4598582797,4.52930083,16305.483,5706.91905,0.3,3,277383.994,4623.7901
9000847,9000975,197,9000847,5834.19961,722522391,5.71865583,20587.161,7205.50635,0.3,2,277383.994,5834.19961
9000855,9000911,414,9000855,28590.4739,767335593,28.0381582,100937.369,35328.0793,0.3,2,277383.994,28590.4739
9000856,9000911,426,9000856,23262.6678,187516278,22.8334097,82200.2748,28770.0962,0.3,1,277383.994,23262.6678
9000859,9001133,429,9000859,7270.95897,129249347,7.12043009,25633.5483,8971.74192,0.3,1,277383.994,7270.95897
9000868,9001133,434,9000868,8571.14504,173815894,8.40904774,30272.5719,10595.4002,0.3,1,277383.994,8571.14504
9000872,9000975,206,9000872,26492.9152,161926375,26.0190492,93668.5772,32784.002,0.3,1,277383.994,26492.9152
9000895,9000896,207,9000895,1232.20924,86134810.7,1.20939387,4353.81793,1523.83628,0.3,1,277383.994,1232.20924
9000896,9000827,208,9000896,9701.60426,2.62E+11,9.50105488,34203.7976,11971.3291,0.3,6,277383.994,9701.60426
9000909,9000847,209,9000909,46802.5094,347655477,45.9313893,165353.001,57873.5505,0.3,1,277383.994,46802.5094
9000911,9001064,435,9000911,9240.33773,1006815431,9.05553776,32599.9359,11409.9776,0.3,2,277383.994,9240.33773
9000913,9001064,441,9000913,8789.60085,87457180.8,8.62721957,31057.9905,10870.2967,0.3,1,277383.994,8789.60085
9000948,9000999,421,9000948,34987.6282,342941005,34.3114012,123521.044,43232.3655,0.3,2,277383.994,34987.6282
9000949,9000999,433,9000949,18793.3719,5014412357,18.4344782,66364.1214,23227.4425,0.3,3,277383.994,18793.3719
9000960,9000896,214,9000960,7167.65791,2.61E+11,7.01577894,25256.8042,8839.88146,0.3,6,277383.994,7167.65791
9000963,9001011,442,9000963,7188.13523,89981093.5,7.04676318,25368.3474,8878.9216,0.3,1,277383.994,7188.13523
9000964,9000960,215,9000964,547.21426,2.61E+11,0.53602617,1929.69423,675.39298,0.3,6,277383.994,547.21426
9000970,9001011,436,9000970,19157.2036,174541571,18.7928678,67654.3242,23679.0135,0.3,1,277383.994,19157.2036
9000975,9001009,203,9000975,15362.1441,965593897,15.046906,54168.8616,18959.1015,0.3,2,277383.994,15362.1441
9000976,9001009,210,9000976,32427.134,271382144,31.8317461,114594.286,40108.0001,0.3,1,277383.994,32427.134
9000978,9000964,217,9000978,991.045881,109425758,0.97137291,3496.94248,1223.92987,0.3,1,277383.994,991.045881
9000999,9001124,447,9000999,5262.32254,5380556135,5.15724381,18566.0777,6498.1272,0.3,3,277383.994,5262.32254
9001009,9001129,216,9001009,4740.72836,1282536821,4.65066072,16742.3786,5859.8325,0.3,2,277383.994,4740.72836
9001010,9001129,218,9001010,17322.1527,148877877,17.0194415,61269.9895,21444.4963,0.3,1,277383.994,17322.1527
9001011,9001089,449,9001011,18066.2475,292795485,17.7400008,63864.0028,22352.401,0.3,2,277383.994,18066.2475
9001012,9001089,452,9001012,1500.92358,78706457.7,1.47164359,5297.91694,1854.27093,0.3,1,277383.994,1500.92358
9001022,9001055,440,9001022,24021.5577,297425382,23.5653007,84835.0825,29692.2789,0.3,1,277383.994,24021.5577
9001032,9001055,456,9001032,782.036201,75502361.1,0.76743121,2762.75234,966.963321,0.3,1,277383.994,782.036201
9001033,9001202,446,9001033,16756.3182,217641520,16.4502274,59220.8186,20727.2865,0.3,1,277383.994,16756.3182
9001039,9000964,221,9001039,6508.40723,2.61E+11,6.37433425,22947.6033,8031.66115,0.3,6,277383.994,6508.40723
9001040,9001039,220,9001040,6055.86892,79282025,5.95909492,21452.7417,7508.4596,0.3,1,277383.994,6055.86892
9001046,9001039,222,9001046,1695.41505,2.61E+11,1.66799882,6004.79577,2101.67852,0.3,6,277383.994,1695.41505
9001047,9001046,223,9001047,1205.9612,2.61E+11,1.187375,4274.55,1496.0925,0.3,6,277383.994,1205.9612
9001049,9000960,225,9001049,20423.3014,175377943,20.0466546,72167.9567,25258.7848,0.3,1,277383.994,20423.3014
9001055,9001124,455,9001055,22534.0564,447956969,22.1327714,79677.9772,27887.292,0.3,2,277383.994,22534.0564
9001056,9001202,458,9001056,5916.55402,147133681,5.81623646,20938.4512,7328.45794,0.3,1,277383.994,5916.55402
9001064,9001223,445,9001064,17701.0016,1200332938,17.3611858,62500.2688,21875.0941,0.3,2,277383.994,17701.0016
9001065,9001223,450,9001065,9209.33345,77878669.4,9.03815148,32537.3453,11388.0709,0.3,1,277383.994,9209.33345
9001089,9001140,454,9001089,8317.53767,390732265,8.16357005,29388.8522,10286.0983,0.3,2,277383.994,8317.53767
9001090,9001140,432,9001090,36116.5705,262639672,35.4252763,127530.995,44635.8481,0.3,1,277383.994,36116.5705
9001120,9001046,229,9001120,7899.67852,95746132.8,7.74855596,27894.8015,9763.18051,0.3,1,277383.994,7899.67852
9001123,9001146,431,9001123,37506.4917,292523694,36.7756898,132392.483,46337.3691,0.3,1,277383.994,37506.4917
9001124,9001146,453,9001124,18225.1964,5965868362,17.8900687,64404.2473,22541.4866,0.3,3,277383.994,18225.1964
9001128,9001047,231,9001128,7971.80205,104298498,7.81226559,28124.1561,9843.45465,0.3,1,277383.994,7971.80205
9001129,9001155,219,9001129,10778.2782,1643022876,10.56805,38044.98,13315.743,0.3,2,277383.994,10778.2782
9001130,9001155,227,9001130,3492.05954,78775827.7,3.42955562,12346.4002,4321.24008,0.3,1,277383.994,3492.05954
9001133,9001208,437,9001133,30420.6836,678616363,29.8169326,107340.957,37569.3351,0.3,2,277383.994,30420.6836
9001139,9001182,460,9001139,12002.6359,151631043,11.7860079,42429.6283,14850.3699,0.3,1,277383.994,12002.6359
9001140,9001182,461,9001140,5676.29843,664943935,5.56679151,20040.4494,7014.1573,0.3,2,277383.994,5676.29843
9001146,9001183,464,9001146,2492.30183,6262508396,2.44508564,8802.3083,3080.80791,0.3,3,277383.994,2492.30183
9001153,9001208,451,9001153,29258.2856,216766260,28.7375362,103455.13,36209.2956,0.3,1,277383.994,29258.2856
9001154,9001047,236,9001154,15286.6976,2.61E+11,15.0115098,54041.4351,18914.5023,0.3,6,277383.994,15286.6976
9001155,9001154,232,9001155,2226.22589,1726404331,2.18188922,7854.80118,2749.18041,0.3,2,277383.994,2226.22589
9001171,9001331,224,9001171,31373.3573,413062058,30.8098755,110915.552,38820.4431,0.3,1,277383.994,31373.3573
9001176,9001206,471,9001176,3857.30781,85841177,3.77981798,13607.3447,4762.57065,0.3,1,277383.994,3857.30781
9001177,9001206,463,9001177,10426.8553,105705399,10.2262525,36814.5088,12885.0781,0.3,1,277383.994,10426.8553
9001182,9001214,468,9001182,5423.2851,837496044,5.31251981,19125.0713,6693.77496,0.3,2,277383.994,5423.2851
9001183,9001214,469,9001183,7350.13184,7049014254,7.21673816,25980.2574,9093.09008,0.3,3,277383.994,7350.13184
9001186,9001154,239,9001186,4659.20692,2.59E+11,4.57092035,16455.3133,5759.35964,0.3,6,277383.994,4659.20692
9001189,9001186,238,9001189,6951.14795,96803533,6.83515906,24606.5726,8612.30041,0.3,1,277383.994,6951.14795
9001199,9001331,243,9001199,12646.704,312442595,12.4353661,44767.3179,15668.5613,0.3,2,277383.994,12646.704
9001200,9001210,466,9001200,20124.8669,202079700,19.7667854,71160.4273,24906.1495,0.3,1,277383.994,20124.8669
9001202,9001183,457,9001202,76709.7827,748080659,75.3195324,271150.317,94902.6108,0.3,2,277383.994,76709.7827
9001206,9001246,473,9001206,3730.73603,211234939,3.66094181,13179.3905,4612.78668,0.3,2,277383.994,3730.73603
9001207,9001246,470,9001207,12629.069,93406346.9,12.3992789,44637.4041,15623.0914,0.3,1,277383.994,12629.069
9001208,9001219,467,9001208,9365.5635,920541418,9.18577262,33068.7814,11574.0735,0.3,2,277383.994,9365.5635
9001209,9001186,244,9001209,3189.65882,2.59E+11,3.13098898,11271.5603,3945.04612,0.3,6,277383.994,3189.65882
9001210,9001219,477,9001210,3336.53255,354758107,3.27975942,11807.1339,4132.49686,0.3,2,277383.994,3336.53255
9001213,9001281,481,9001213,7522.2884,111641560,7.38511017,26586.3966,9305.23881,0.3,1,277383.994,7522.2884
9001214,9001281,474,9001214,3604.18917,7896515231,3.53438403,12723.7825,4453.32388,0.3,3,277383.994,3604.18917
9001215,9001210,479,9001215,6718.47027,143853411,6.5993836,23757.781,8315.22334,0.3,1,277383.994,6718.47027
9001217,9001199,245,9001217,5304.52266,101282985,5.21198653,18763.1515,6567.10302,0.3,1,277383.994,5304.52266
9001218,9001199,240,9001218,15357.0722,159839519,15.0925302,54333.1089,19016.5881,0.3,1,277383.994,15357.0722
9001219,9001222,480,9001219,4152.13617,1279047971,4.07789233,14680.4124,5138.14434,0.3,3,277383.994,4152.13617
9001222,9001243,485,9001222,1442.55794,1391087672,1.41838049,5106.16977,1787.15942,0.3,3,277383.994,1442.55794
9001223,9001243,459,9001223,19767.8058,1417013710,19.3851148,69786.4132,24425.2446,0.3,2,277383.994,19767.8058
9001224,9001287,484,9001224,4158.33601,84881637.6,4.08483802,14705.4169,5146.8959,0.3,1,277383.994,4158.33601
